p,beta,classical_value,quantum_value,gap,classical_oracle_value,classical_oracle_abs_error,deterministic_strategy_count
0.84,0.44,0.8655999999999999,0.8682229112697905,0.002622911269790529,0.8655999999999999,0.0,16
0.85,0.44,0.8724999999999999,0.8751724136980222,0.0026724136980222912,0.8724999999999999,0.0,16
0.86,0.44,0.8795999999999999,0.8823233509792463,0.002723350979246364,0.8795999999999999,0.0,16
0.87,0.44,0.8869,0.8896757231134627,0.002775723113462636,0.8869,0.0,16
0.88,0.44,0.8944,0.8972295301006712,0.002829530100671218,0.8944,0.0,16
0.89,0.44,0.9021,0.9049847719408719,0.0028847719408718886,0.9021,0.0,16
0.9,0.44,0.9108,0.9129414486340649,0.0021414486340648464,0.9108,0.0,16
0.91,0.44,0.9198280000000001,0.9210995601802501,0.0012715601802499865,0.9198280000000001,0.0,16
0.92,0.44,0.9288320000000001,0.9294591065794274,0.0006271065794273278,0.928832,1.1102230246251565e-16,16
0.93,0.44,0.9378120000000001,0.9380200878315972,0.00020808783159709243,0.9378120000000001,0.0,16
0.94,0.44,0.946768,0.946782503936759,1.4503936758947233e-05,0.946768,0.0,16
0.95,0.44,0.9557,0.9557,0.0,0.9557,0.0,16
0.96,0.44,0.9646079999999999,0.9646079999999999,0.0,0.964608,1.1102230246251565e-16,16
0.97,0.44,0.973492,0.973492,0.0,0.973492,0.0,16
0.98,0.44,0.9823519999999999,0.982352,1.1102230246251565e-16,0.9823519999999999,0.0,16
0.99,0.44,0.991188,0.991188,0.0,0.991188,0.0,16
1.0,0.44,1.0,1.0,0.0,1.0,0.0,16
0.0,0.45,1.0,1.0,0.0,1.0,0.0,16
0.01,0.45,0.99099,0.99099,0.0,0.99099,0.0,16
0.02,0.45,0.9819599999999999,0.9819599999999999,0.0,0.9819599999999999,0.0,16
0.03,0.45,0.9729099999999999,0.9729099999999999,0.0,0.97291,1.1102230246251565e-16,16
0.04,0.45,0.96384,0.96384,0.0,0.96384,0.0,16
0.05,0.45,0.95475,0.9547568718557202,6.871855720236297e-06,0.9547499999999999,1.1102230246251565e-16,16
0.06,0.45,0.94564,0.9458124825529227,0.00017248255292268144,0.94564,0.0,16
0.07,0.45,0.93651,0.9370690907625475,0.000559090762547565,0.9365099999999998,1.1102230246251565e-16,16
0.08,0.45,0.92736,0.9285266964845948,0.0011666964845948868,0.92736,0.0,16
0.09,0.45,0.9181900000000001,0.9201852997190645,0.001995299719064425,0.9181900000000001,0.0,16
0.1,0.45,0.91,0.9120449004659565,0.0020449004659565118,0.91,0.0,16
0.11,0.45,0.9021,0.904105498725271,0.0020054987252710044,0.9021,0.0,16
0.12,0.45,0.8944,0.8963670944970079,0.0019670944970079374,0.8944,0.0,16
0.13,0.45,0.8869,0.8888296877811672,0.0019296877811671997,0.8869000000000001,1.1102230246251565e-16,16
0.14,0.45,0.8795999999999999,0.881493278577749,0.0018932785777490135,0.8795999999999999,0.0,16
0.15,0.45,0.8724999999999999,0.8743578668867531,0.0018578668867531567,0.8724999999999998,1.1102230246251565e-16,16
0.16,0.45,0.8655999999999999,0.8674234527081797,0.0018234527081797403,0.8655999999999998,1.1102230246251565e-16,16
0.17,0.45,0.8589,0.8606900360420288,0.0017900360420287642,0.8589,0.0,16
0.18,0.45,0.8524,0.8541576168883003,0.0017576168883002286,0.8524000000000002,1.1102230246251565e-16,16
0.19,0.45,0.8461000000000001,0.8478261952469941,0.0017261952469940223,0.8461000000000002,1.1102230246251565e-16,16
0.2,0.45,0.8400000000000001,0.8416957711181103,0.0016957711181102564,0.8400000000000003,2.220446049250313e-16,16
0.21,0.45,0.8341000000000001,0.835766344501649,0.0016663445016489309,0.8341000000000002,1.1102230246251565e-16,16
0.22,0.45,0.8284,0.8300379153976101,0.0016379153976100458,0.8284,0.0,16
0.23,0.45,0.8229,0.8245104838059936,0.001610483805993601,0.8229,0.0,16
0.24,0.45,0.8176,0.8191840497267995,0.0015840497267994857,0.8176,0.0,16
0.25,0.45,0.8125,0.8140586131600278,0.0015586131600278108,0.8125,0.0,16
0.26,0.45,0.8076,0.8091341741056786,0.0015341741056785763,0.8076,0.0,16
0.27,0.45,0.8029,0.8044107325637517,0.0015107325637517821,0.8028999999999998,1.1102230246251565e-16,16
0.28,0.45,0.7984,0.7998882885342473,0.0014882885342473173,0.7984,0.0,16
0.29,0.45,0.7941,0.7955668420171653,0.001466842017165293,0.7940999999999999,1.1102230246251565e-16,16
0.3,0.45,0.79,0.7914463930125057,0.001446393012505709,0.7899999999999999,1.1102230246251565e-16,16
0.31,0.45,0.7861,0.7875269415202686,0.0014269415202685654,0.7860999999999999,1.1102230246251565e-16,16
0.32,0.45,0.7824,0.7838084875404538,0.0014084875404538622,0.7824,0.0,16
0.33,0.45,0.7788999999999999,0.7802910310730615,0.0013910310730615993,0.7788999999999999,0.0,16
0.34,0.45,0.7756,0.7769745721180916,0.001374572118091666,0.7755999999999998,1.1102230246251565e-16,16
0.35,0.45,0.7725,0.7738591106755442,0.0013591106755442839,0.7725,0.0,16
0.36,0.45,0.7696000000000001,0.7709446467454192,0.0013446467454191202,0.7696000000000001,0.0,16
0.37,0.45,0.7669,0.7682311803277165,0.001331180327716508,0.7669,0.0,16
0.38,0.45,0.7644,0.7657187114224364,0.0013187114224364471,0.7644,0.0,16
0.39,0.45,0.7621,0.7634072400295785,0.0013072400295784936,0.7621,0.0,16
0.4,0.45,0.76,0.7612967661491432,0.0012967661491432025,0.76,0.0,16
0.41,0.45,0.7581,0.7593872897811302,0.0012872897811302408,0.7581,0.0,16
0.42,0.45,0.7564,0.7576788109255397,0.0012788109255397195,0.7564000000000002,2.220446049250313e-16,16
0.43,0.45,0.7549,0.7561713295823715,0.0012713295823715276,0.7549,0.0,16
0.44,0.45,0.7536,0.7548648457516258,0.001264845751625776,0.7536,0.0,16
0.45,0.45,0.7525000000000001,0.7537593594333025,0.001259359433302465,0.7525000000000001,0.0,16
0.46,0.45,0.7516,0.7528548706274016,0.0012548706274015942,0.7516,0.0,16
0.47,0.45,0.7509,0.7521513793339232,0.0012513793339231638,0.7509,0.0,16
0.48,0.45,0.7504,0.7516488855528671,0.0012488855528671738,0.7504,0.0,16
0.49,0.45,0.7501,0.7513473892842335,0.0012473892842335133,0.7501,0.0,16
0.5,0.45,0.75,0.7512468905280223,0.001246890528022293,0.75,0.0,16
0.51,0.45,0.7501,0.7513473892842335,0.0012473892842335133,0.7501,0.0,16
0.52,0.45,0.7504,0.7516488855528671,0.0012488855528671738,0.7504000000000001,1.1102230246251565e-16,16
0.53,0.45,0.7509,0.7521513793339232,0.0012513793339231638,0.7509000000000001,1.1102230246251565e-16,16
0.54,0.45,0.7516,0.7528548706274016,0.0012548706274015942,0.7516,0.0,16
0.55,0.45,0.7525,0.7537593594333025,0.001259359433302576,0.7525,0.0,16
0.56,0.45,0.7536,0.7548648457516258,0.001264845751625776,0.7536,0.0,16
0.57,0.45,0.7549,0.7561713295823715,0.0012713295823715276,0.7549,0.0,16
0.58,0.45,0.7564,0.7576788109255397,0.0012788109255397195,0.7564,0.0,16
0.59,0.45,0.7581,0.7593872897811302,0.0012872897811302408,0.7581,0.0,16
0.6,0.45,0.76,0.7612967661491432,0.0012967661491432025,0.76,0.0,16
0.61,0.45,0.7621,0.7634072400295785,0.0013072400295784936,0.7621,0.0,16
0.62,0.45,0.7644,0.7657187114224364,0.0013187114224364471,0.7644,0.0,16
0.63,0.45,0.7669,0.7682311803277166,0.001331180327716619,0.7669000000000001,1.1102230246251565e-16,16
0.64,0.45,0.7696000000000001,0.7709446467454192,0.0013446467454191202,0.7696000000000001,0.0,16
0.65,0.45,0.7725,0.7738591106755444,0.001359110675544395,0.7725,0.0,16
0.66,0.45,0.7756000000000001,0.7769745721180917,0.001374572118091666,0.7756000000000001,0.0,16
0.67,0.45,0.7789,0.7802910310730616,0.0013910310730615993,0.7789,0.0,16
0.68,0.45,0.7824,0.783808487540454,0.0014084875404539732,0.7824,0.0,16
0.69,0.45,0.7861,0.7875269415202686,0.0014269415202685654,0.7861,0.0,16
0.7,0.45,0.79,0.7914463930125057,0.001446393012505709,0.79,0.0,16
0.71,0.45,0.7941,0.7955668420171653,0.001466842017165293,0.7941,0.0,16
0.72,0.45,0.7984,0.7998882885342473,0.0014882885342473173,0.7984,0.0,16
0.73,0.45,0.8029,0.8044107325637517,0.0015107325637517821,0.8029,0.0,16
0.74,0.45,0.8076,0.8091341741056786,0.0015341741056785763,0.8076,0.0,16
0.75,0.45,0.8125,0.8140586131600278,0.0015586131600278108,0.8125,0.0,16
0.76,0.45,0.8176,0.8191840497267995,0.0015840497267994857,0.8176,0.0,16
0.77,0.45,0.8229,0.8245104838059936,0.001610483805993601,0.8229,0.0,16
0.78,0.45,0.8284,0.8300379153976101,0.0016379153976100458,0.8284,0.0,16
0.79,0.45,0.8341000000000001,0.835766344501649,0.0016663445016489309,0.8341000000000001,0.0,16
0.8,0.45,0.8400000000000001,0.8416957711181103,0.0016957711181102564,0.8400000000000001,0.0,16
0.81,0.45,0.8461000000000001,0.8478261952469941,0.0017261952469940223,0.8461000000000001,0.0,16
0.82,0.45,0.8523999999999999,0.8541576168883,0.0017576168883001175,0.8523999999999999,0.0,16
0.83,0.45,0.8589,0.8606900360420288,0.0017900360420287642,0.8589,0.0,16
0.84,0.45,0.8655999999999999,0.8674234527081797,0.0018234527081797403,0.8655999999999999,0.0,16
0.85,0.45,0.8724999999999999,0.8743578668867531,0.0018578668867531567,0.8724999999999999,0.0,16
0.86,0.45,0.8795999999999999,0.881493278577749,0.0018932785777490135,0.8795999999999999,0.0,16
0.87,0.45,0.8869,0.8888296877811672,0.0019296877811671997,0.8869,0.0,16
0.88,0.45,0.8944,0.8963670944970079,0.0019670944970079374,0.8944,0.0,16
0.89,0.45,0.9021,0.904105498725271,0.0020054987252710044,0.9021,0.0,16
0.9,0.45,0.91,0.9120449004659565,0.0020449004659565118,0.91,0.0,16
0.91,0.45,0.9181900000000001,0.9201852997190645,0.001995299719064425,0.9181900000000001,0.0,16
0.92,0.45,0.92736,0.9285266964845948,0.0011666964845948868,0.92736,0.0,16
0.93,0.45,0.9365100000000001,0.9370690907625476,0.000559090762547565,0.9365100000000001,0.0,16
0.94,0.45,0.94564,0.9458124825529227,0.00017248255292268144,0.94564,0.0,16
0.95,0.45,0.95475,0.9547568718557202,6.871855720236297e-06,0.95475,0.0,16
0.96,0.45,0.96384,0.96384,0.0,0.96384,0.0,16
0.97,0.45,0.9729099999999999,0.9729099999999999,0.0,0.9729099999999999,0.0,16
0.98,0.45,0.9819599999999999,0.9819599999999999,0.0,0.9819599999999999,0.0,16
0.99,0.45,0.99099,0.99099,0.0,0.99099,0.0,16
1.0,0.45,1.0,1.0,0.0,1.0,0.0,16
0.0,0.46,1.0,1.0,0.0,1.0,0.0,16
0.01,0.46,0.990792,0.9907919999999999,-1.1102230246251565e-16,0.9907919999999999,1.1102230246251565e-16,16
0.02,0.46,0.981568,0.981568,0.0,0.981568,0.0,16
0.03,0.46,0.972328,0.972328,0.0,0.972328,0.0,16
0.04,0.46,0.9630719999999999,0.9630747641407379,2.7641407379652705e-06,0.9630719999999999,0.0,16
0.05,0.46,0.9538,0.9539456905842372,0.00014569058423719028,0.9537999999999999,1.1102230246251565e-16,16
0.06,0.46,0.944512,0.9450172560070003,0.0005052560070002432,0.944512,0.0,16
0.07,0.46,0.9352079999999999,0.9362894604090269,0.001081460409027013,0.9352079999999999,0.0,16
0.08,0.46,0.9264,0.9277623037903178,0.0013623037903177648,0.9264,0.0,16
0.09,0.46,0.9181,0.919435786150872,0.0013357861508719315,0.9181,0.0,16
0.1,0.46,0.91,0.9113099074906901,0.0013099074906900432,0.91,0.0,16
0.11,0.46,0.9021,0.9033846678097719,0.0012846678097718778,0.9021,0.0,16
0.12,0.46,0.8944,0.8956600671081175,0.0012600671081175463,0.8943999999999999,1.1102230246251565e-16,16
0.13,0.46,0.8869,0.8881361053857268,0.0012361053857268267,0.8869,0.0,16
0.14,0.46,0.8795999999999999,0.8808127826425998,0.00121278264259983,0.8795999999999998,1.1102230246251565e-16,16
0.15,0.46,0.8724999999999999,0.8736900988787366,0.0011900988787366673,0.8724999999999998,1.1102230246251565e-16,16
0.16,0.46,0.8655999999999999,0.8667680540941373,0.0011680540941373385,0.8655999999999998,1.1102230246251565e-16,16
0.17,0.46,0.8589,0.8600466482888016,0.0011466482888016216,0.8589,0.0,16
0.18,0.46,0.8524,0.8535258814627298,0.0011258814627297387,0.8524,0.0,16
0.19,0.46,0.8461000000000001,0.8472057536159217,0.0011057536159215786,0.8461000000000002,1.1102230246251565e-16,16
0.2,0.46,0.8400000000000001,0.8410862647483772,0.0010862647483771415,0.8400000000000002,1.1102230246251565e-16,16
0.21,0.46,0.8341000000000001,0.8351674148600965,0.0010674148600964273,0.8341000000000001,0.0,16
0.22,0.46,0.8284,0.8294492039510796,0.001049203951079547,0.8284,0.0,16
0.23,0.46,0.8229,0.8239316320213264,0.0010316320213263896,0.8229,0.0,16
0.24,0.46,0.8176,0.818614699070837,0.0010146990708369552,0.8176,0.0,16
0.25,0.46,0.8125,0.8134984050996112,0.0009984050996112437,0.8125000000000001,1.1102230246251565e-16,16
0.26,0.46,0.8076,0.8085827501076495,0.0009827501076494771,0.8076,0.0,16
0.27,0.46,0.8029,0.8038677340949512,0.0009677340949512114,0.8029,0.0,16
0.28,0.46,0.7984,0.7993533570615168,0.0009533570615167797,0.7984,0.0,16
0.29,0.46,0.7941,0.7950396190073462,0.0009396190073461819,0.7940999999999999,1.1102230246251565e-16,16
0.3,0.46,0.79,0.7909265199324392,0.000926519932439196,0.7899999999999999,1.1102230246251565e-16,16
0.31,0.46,0.7861,0.7870140598367961,0.000914059836796044,0.7860999999999999,1.1102230246251565e-16,16
0.32,0.46,0.7824,0.7833022387204167,0.0009022387204167259,0.7824,0.0,16
0.33,0.46,0.7788999999999999,0.7797910565833011,0.0008910565833011308,0.7788999999999999,0.0,16
0.34,0.46,0.7756,0.7764805134254491,0.0008805134254491476,0.7756,0.0,16
0.35,0.46,0.7725,0.7733706092468611,0.0008706092468611093,0.7725,0.0,16
0.36,0.46,0.7696000000000001,0.7704613440475366,0.0008613440475365719,0.7696000000000001,0.0,16
0.37,0.46,0.7669,0.767752717827476,0.0008527178274759795,0.7669000000000001,1.1102230246251565e-16,16
0.38,0.46,0.7644,0.7652447305866792,0.000844730586679221,0.7644000000000001,1.1102230246251565e-16,16
0.39,0.46,0.7621,0.762937382325146,0.0008373823251459633,0.7621,0.0,16
0.4,0.46,0.76,0.7608306730428767,0.0008306730428766507,0.76,0.0,16
0.41,0.46,0.7581,0.7589246027398711,0.0008246027398710609,0.7581,0.0,16
0.42,0.46,0.7564,0.7572191714161292,0.0008191714161291941,0.7564000000000002,2.220446049250313e-16,16
0.43,0.46,0.7549,0.755714379071651,0.0008143790716509391,0.7549,0.0,16
0.44,0.46,0.7536,0.7544102257064366,0.0008102257064365181,0.7536000000000002,1.1102230246251565e-16,16
0.45,0.46,0.7525000000000001,0.753306711320486,0.0008067113204859311,0.7525000000000001,0.0,16
0.46,0.46,0.7516,0.7524038359137991,0.0008038359137990669,0.7516,0.0,16
0.47,0.46,0.7509,0.7517015994863759,0.0008015994863759257,0.7509,0.0,16
0.48,0.46,0.7504,0.7512000020382166,0.0008000020382166184,0.7504,0.0,16
0.49,0.46,0.7501,0.7508990435693209,0.000799043569320923,0.7501,0.0,16
0.5,0.46,0.75,0.7507987240796891,0.0007987240796890616,0.75,0.0,16
0.51,0.46,0.7501,0.7508990435693209,0.000799043569320923,0.7501,0.0,16
0.52,0.46,0.7504,0.7512000020382166,0.0008000020382166184,0.7504,0.0,16
0.53,0.46,0.7509,0.7517015994863759,0.0008015994863759257,0.7509,0.0,16
0.54,0.46,0.7516,0.752403835913799,0.0008038359137989559,0.7516,0.0,16
0.55,0.46,0.7525,0.7533067113204859,0.0008067113204859311,0.7525,0.0,16
0.56,0.46,0.7536,0.7544102257064366,0.0008102257064365181,0.7536,0.0,16
0.57,0.46,0.7549,0.755714379071651,0.0008143790716509391,0.7549000000000001,1.1102230246251565e-16,16
0.58,0.46,0.7564,0.757219171416129,0.0008191714161290831,0.7564,0.0,16
0.59,0.46,0.7581,0.758924602739871,0.0008246027398709499,0.7581,0.0,16
0.6,0.46,0.76,0.7608306730428767,0.0008306730428766507,0.76,0.0,16
0.61,0.46,0.7621,0.762937382325146,0.0008373823251459633,0.7621,0.0,16
0.62,0.46,0.7644,0.7652447305866792,0.000844730586679221,0.7644,0.0,16
0.63,0.46,0.7669,0.767752717827476,0.0008527178274759795,0.7669,0.0,16
0.64,0.46,0.7696000000000001,0.7704613440475366,0.0008613440475365719,0.7696000000000001,0.0,16
0.65,0.46,0.7725,0.7733706092468611,0.0008706092468611093,0.7725,0.0,16
0.66,0.46,0.7756000000000001,0.7764805134254492,0.0008805134254491476,0.7756000000000001,0.0,16
0.67,0.46,0.7789,0.7797910565833011,0.0008910565833010198,0.7789,0.0,16
0.68,0.46,0.7824,0.7833022387204167,0.0009022387204167259,0.7824,0.0,16
0.69,0.46,0.7861,0.7870140598367961,0.000914059836796044,0.7861,0.0,16
0.7,0.46,0.79,0.7909265199324393,0.000926519932439307,0.79,0.0,16
0.71,0.46,0.7941,0.7950396190073461,0.0009396190073460708,0.7941,0.0,16
0.72,0.46,0.7984,0.7993533570615168,0.0009533570615167797,0.7984,0.0,16
0.73,0.46,0.8029,0.8038677340949512,0.0009677340949512114,0.8029,0.0,16
0.74,0.46,0.8076,0.8085827501076495,0.0009827501076494771,0.8076000000000001,1.1102230246251565e-16,16
0.75,0.46,0.8125,0.8134984050996112,0.0009984050996112437,0.8125,0.0,16
0.76,0.46,0.8176,0.818614699070837,0.0010146990708369552,0.8176000000000001,1.1102230246251565e-16,16
0.77,0.46,0.8229,0.8239316320213264,0.0010316320213263896,0.8229,0.0,16
0.78,0.46,0.8284,0.8294492039510796,0.001049203951079547,0.8284,0.0,16
0.79,0.46,0.8341000000000001,0.8351674148600965,0.0010674148600964273,0.8341000000000001,0.0,16
0.8,0.46,0.8400000000000001,0.8410862647483772,0.0010862647483771415,0.8400000000000001,0.0,16
0.81,0.46,0.8461000000000001,0.8472057536159217,0.0011057536159215786,0.8461000000000001,0.0,16
0.82,0.46,0.8523999999999999,0.8535258814627297,0.0011258814627297387,0.8523999999999999,0.0,16
0.83,0.46,0.8589,0.8600466482888016,0.0011466482888016216,0.8589,0.0,16
0.84,0.46,0.8655999999999999,0.8667680540941373,0.0011680540941373385,0.8655999999999999,0.0,16
0.85,0.46,0.8724999999999999,0.8736900988787366,0.0011900988787366673,0.8724999999999999,0.0,16
0.86,0.46,0.8795999999999999,0.8808127826425998,0.00121278264259983,0.8795999999999999,0.0,16
0.87,0.46,0.8869,0.8881361053857268,0.0012361053857268267,0.8869,0.0,16
0.88,0.46,0.8944,0.8956600671081174,0.0012600671081174353,0.8944,0.0,16
0.89,0.46,0.9021,0.9033846678097719,0.0012846678097718778,0.9021,0.0,16
0.9,0.46,0.91,0.9113099074906901,0.0013099074906900432,0.91,0.0,16
0.91,0.46,0.9181,0.919435786150872,0.0013357861508719315,0.9181,0.0,16
0.92,0.46,0.9264,0.9277623037903178,0.0013623037903177648,0.9264,0.0,16
0.93,0.46,0.935208,0.936289460409027,0.001081460409027013,0.935208,0.0,16
0.94,0.46,0.944512,0.9450172560070003,0.0005052560070002432,0.944512,0.0,16
0.95,0.46,0.9538,0.9539456905842372,0.00014569058423719028,0.9538,0.0,16
0.96,0.46,0.9630719999999999,0.9630747641407379,2.7641407379652705e-06,0.963072,1.1102230246251565e-16,16
0.97,0.46,0.972328,0.972328,0.0,0.972328,0.0,16
0.98,0.46,0.981568,0.981568,0.0,0.981568,0.0,16
0.99,0.46,0.990792,0.990792,0.0,0.990792,0.0,16
1.0,0.46,1.0,1.0,0.0,1.0,0.0,16
0.0,0.47,1.0,1.0,0.0,1.0,0.0,16
0.01,0.47,0.990594,0.990594,0.0,0.990594,0.0,16
0.02,0.47,0.9811759999999999,0.981176,1.1102230246251565e-16,0.9811759999999998,1.1102230246251565e-16,16
0.03,0.47,0.971746,0.9717468585120626,8.585120625514975e-07,0.9717459999999999,1.1102230246251565e-16,16
0.04,0.47,0.962304,0.9624301335510046,0.00012613355100454804,0.962304,0.0,16
0.05,0.47,0.95285,0.9533137682665286,0.00046376826652860803,0.95285,0.0,16
0.06,0.47,0.9436,0.9443977626586344,0.0007977626586344044,0.9436,0.0,16
0.07,0.47,0.9349,0.9356821167273222,0.0007821167273222018,0.9349,0.0,16
0.08,0.47,0.9264,0.9271668304725919,0.0007668304725918507,0.9264,0.0,16
0.09,0.47,0.9181,0.9188519038944434,0.0007519038944433509,0.9181,0.0,16
0.1,0.47,0.91,0.9107373369928768,0.0007373369928768136,0.91,0.0,16
0.11,0.47,0.9021,0.9028231297678921,0.0007231297678921278,0.9021,0.0,16
0.12,0.47,0.8944,0.8951092822194893,0.0007092822194892934,0.8944,0.0,16
0.13,0.47,0.8869,0.8875957943476684,0.0006957943476684214,0.8869,0.0,16
0.14,0.47,0.8795999999999999,0.8802826661524292,0.0006826661524292899,0.8795999999999998,1.1102230246251565e-16,16
0.15,0.47,0.8724999999999999,0.8731698976337721,0.0006698976337721207,0.8724999999999999,0.0,16
0.16,0.47,0.8655999999999999,0.866257488791697,0.0006574887916970251,0.8655999999999998,1.1102230246251565e-16,16
0.17,0.47,0.8589,0.8595454396262036,0.0006454396262035589,0.8589,0.0,16
0.18,0.47,0.8524,0.8530337501372922,0.0006337501372921661,0.8524,0.0,16
0.19,0.47,0.8461000000000001,0.8467224203249626,0.0006224203249625138,0.8461000000000002,1.1102230246251565e-16,16
0.2,0.47,0.8400000000000001,0.840611450189215,0.0006114501892149349,0.8400000000000002,1.1102230246251565e-16,16
0.21,0.47,0.8341000000000001,0.8347008397300492,0.0006008397300490964,0.8341000000000001,0.0,16
0.22,0.47,0.8284,0.8289905889474652,0.0005905889474652204,0.8284,0.0,16
0.23,0.47,0.8229,0.8234806978414633,0.0005806978414633068,0.8229,0.0,16
0.24,0.47,0.8176,0.818171166412043,0.0005711664120430227,0.8176,0.0,16
0.25,0.47,0.8125,0.8130619946592048,0.000561994659204812,0.8125,0.0,16
0.26,0.47,0.8076,0.8081531825829484,0.0005531825829484527,0.8076,0.0,16
0.27,0.47,0.8029,0.803444730183274,0.0005447301832740559,0.8028999999999998,1.1102230246251565e-16,16
0.28,0.47,0.7984,0.7989366374601815,0.0005366374601815105,0.7984,0.0,16
0.29,0.47,0.7941,0.794628904413671,0.0005289044136709276,0.7940999999999999,1.1102230246251565e-16,16
0.3,0.47,0.79,0.7905215310437421,0.000521531043742085,0.7899999999999999,1.1102230246251565e-16,16
0.31,0.47,0.7861,0.7866145173503951,0.0005145173503950939,0.7860999999999999,1.1102230246251565e-16,16
0.32,0.47,0.7824,0.7829078633336302,0.0005078633336301763,0.7824,0.0,16
0.33,0.47,0.7788999999999999,0.779401568993447,0.0005015689934471101,0.7788999999999999,0.0,16
0.34,0.47,0.7756,0.776095634329846,0.0004956343298460064,0.7756,0.0,16
0.35,0.47,0.7725,0.7729900593428266,0.0004900593428266431,0.7725,0.0,16
0.36,0.47,0.7696000000000001,0.7700848440323892,0.0004848440323891312,0.7696000000000001,0.0,16
0.37,0.47,0.7669,0.7673799883985337,0.0004799883985336928,0.7669000000000001,1.1102230246251565e-16,16
0.38,0.47,0.7644,0.76487549244126,0.0004754924412599948,0.7644000000000001,1.1102230246251565e-16,16
0.39,0.47,0.7621,0.7625713561605683,0.00047135616056825924,0.7621,0.0,16
0.4,0.47,0.76,0.7604675795564584,0.0004675795564583751,0.76,0.0,16
0.41,0.47,0.7581,0.7585641626289306,0.0004641626289305645,0.7581,0.0,16
0.42,0.47,0.7564,0.7568611053779843,0.0004611053779843832,0.7564000000000001,1.1102230246251565e-16,16
0.43,0.47,0.7549,0.7553584078036202,0.0004584078036201644,0.7549,0.0,16
0.44,0.47,0.7536,0.754056069905838,0.0004560699058379081,0.7536,0.0,16
0.45,0.47,0.7525000000000001,0.7529540916846376,0.00045409168463750316,0.7525000000000001,0.0,16
0.46,0.47,0.7516,0.752052473140019,0.00045247314001894967,0.7516,0.0,16
0.47,0.47,0.7509,0.7513512142719824,0.00045121427198235864,0.7509,0.0,16
0.48,0.47,0.7504,0.7508503150805277,0.00045031508052773006,0.7504,0.0,16
0.49,0.47,0.7501,0.7505497755656547,0.00044977556565473087,0.7501,0.0,16
0.5,0.47,0.75,0.7504495957273639,0.0004495957273639162,0.75,0.0,16
0.51,0.47,0.7501,0.7505497755656547,0.00044977556565473087,0.7501,0.0,16
0.52,0.47,0.7504,0.7508503150805277,0.00045031508052773006,0.7504,0.0,16
0.53,0.47,0.7509,0.7513512142719824,0.00045121427198235864,0.7509,0.0,16
0.54,0.47,0.7516,0.752052473140019,0.00045247314001894967,0.7516,0.0,16
0.55,0.47,0.7525,0.7529540916846376,0.0004540916846376142,0.7525,0.0,16
0.56,0.47,0.7536,0.7540560699058378,0.00045606990583779705,0.7536,0.0,16
0.57,0.47,0.7549,0.7553584078036202,0.0004584078036201644,0.7549,0.0,16
0.58,0.47,0.7564,0.7568611053779843,0.0004611053779843832,0.7564,0.0,16
0.59,0.47,0.7581,0.7585641626289304,0.00046416262893045346,0.7581,0.0,16
0.6,0.47,0.76,0.7604675795564584,0.0004675795564583751,0.76,0.0,16
0.61,0.47,0.7621,0.7625713561605683,0.00047135616056825924,0.7621,0.0,16
0.62,0.47,0.7644,0.76487549244126,0.0004754924412599948,0.7644,0.0,16
0.63,0.47,0.7669,0.7673799883985337,0.0004799883985336928,0.7669,0.0,16
0.64,0.47,0.7696000000000001,0.7700848440323892,0.0004848440323891312,0.7696000000000001,0.0,16
0.65,0.47,0.7725,0.7729900593428266,0.0004900593428266431,0.7725,0.0,16
0.66,0.47,0.7756000000000001,0.776095634329846,0.0004956343298458954,0.7756000000000001,0.0,16
0.67,0.47,0.7789,0.7794015689934471,0.0005015689934471101,0.7789,0.0,16
0.68,0.47,0.7824,0.7829078633336303,0.0005078633336302874,0.7824,0.0,16
0.69,0.47,0.7861,0.7866145173503951,0.0005145173503950939,0.7861,0.0,16
0.7,0.47,0.79,0.7905215310437421,0.000521531043742085,0.79,0.0,16
0.71,0.47,0.7941,0.794628904413671,0.0005289044136709276,0.7941,0.0,16
0.72,0.47,0.7984,0.7989366374601815,0.0005366374601815105,0.7984,0.0,16
0.73,0.47,0.8029,0.803444730183274,0.0005447301832740559,0.8029,0.0,16
0.74,0.47,0.8076,0.8081531825829484,0.0005531825829484527,0.8076,0.0,16
0.75,0.47,0.8125,0.8130619946592048,0.000561994659204812,0.8125,0.0,16
0.76,0.47,0.8176,0.818171166412043,0.0005711664120430227,0.8176,0.0,16
0.77,0.47,0.8229,0.8234806978414632,0.0005806978414631958,0.8229,0.0,16
0.78,0.47,0.8284,0.8289905889474652,0.0005905889474652204,0.8284,0.0,16
0.79,0.47,0.8341000000000001,0.834700839730049,0.0006008397300489854,0.8341000000000001,0.0,16
0.8,0.47,0.8400000000000001,0.840611450189215,0.0006114501892149349,0.8400000000000001,0.0,16
0.81,0.47,0.8461000000000001,0.8467224203249626,0.0006224203249625138,0.8461000000000001,0.0,16
0.82,0.47,0.8523999999999999,0.8530337501372921,0.0006337501372921661,0.8523999999999999,0.0,16
0.83,0.47,0.8589,0.8595454396262036,0.0006454396262035589,0.8589,0.0,16
0.84,0.47,0.8655999999999999,0.866257488791697,0.0006574887916970251,0.8655999999999999,0.0,16
0.85,0.47,0.8724999999999999,0.8731698976337722,0.0006698976337722318,0.8724999999999999,0.0,16
0.86,0.47,0.8795999999999999,0.8802826661524292,0.0006826661524292899,0.8795999999999999,0.0,16
