epsilon,alpha,t_env_seconds,classical_bias,quantum_bias,classical_win_probability,noisy_quantum_win_probability,noisy_gap,epsilon_threshold,required_trials,expected_quantum_wins,certification_p_value,previous_round_p_value,required_rate_hz,required_rate_khz,reference_hardware_rate_hz,reference_hardware_rate_pass
0.095,0.05,0.001,0.5,0.7071067811865475,0.75,0.8199658184869127,0.06996581848691275,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,93000.0,93.0,7900.0,False
0.095,0.05,0.1,0.5,0.7071067811865475,0.75,0.8199658184869127,0.06996581848691275,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,930.0,0.93,7900.0,True
0.095,0.05,10.0,0.5,0.7071067811865475,0.75,0.8199658184869127,0.06996581848691275,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,9.3,0.009300000000000001,7900.0,True
0.096,0.05,0.001,0.5,0.7071067811865475,0.75,0.8196122650963195,0.06961226509631946,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,93000.0,93.0,7900.0,False
0.096,0.05,0.1,0.5,0.7071067811865475,0.75,0.8196122650963195,0.06961226509631946,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,930.0,0.93,7900.0,True
0.096,0.05,10.0,0.5,0.7071067811865475,0.75,0.8196122650963195,0.06961226509631946,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,9.3,0.009300000000000001,7900.0,True
0.097,0.05,0.001,0.5,0.7071067811865475,0.75,0.8192587117057262,0.06925871170572617,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,93000.0,93.0,7900.0,False
0.097,0.05,0.1,0.5,0.7071067811865475,0.75,0.8192587117057262,0.06925871170572617,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,930.0,0.93,7900.0,True
0.097,0.05,10.0,0.5,0.7071067811865475,0.75,0.8192587117057262,0.06925871170572617,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,9.3,0.009300000000000001,7900.0,True
0.098,0.05,0.001,0.5,0.7071067811865475,0.75,0.8189051583151329,0.06890515831513289,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,93000.0,93.0,7900.0,False
0.098,0.05,0.1,0.5,0.7071067811865475,0.75,0.8189051583151329,0.06890515831513289,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,930.0,0.93,7900.0,True
0.098,0.05,10.0,0.5,0.7071067811865475,0.75,0.8189051583151329,0.06890515831513289,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,9.3,0.009300000000000001,7900.0,True
0.099,0.05,0.001,0.5,0.7071067811865475,0.75,0.8185516049245396,0.06855160492453966,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,93000.0,93.0,7900.0,False
0.099,0.05,0.1,0.5,0.7071067811865475,0.75,0.8185516049245396,0.06855160492453966,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,930.0,0.93,7900.0,True
0.099,0.05,10.0,0.5,0.7071067811865475,0.75,0.8185516049245396,0.06855160492453966,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,9.3,0.009300000000000001,7900.0,True
0.1,0.05,0.001,0.5,0.7071067811865475,0.75,0.8181980515339464,0.06819805153394637,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,93000.0,93.0,7900.0,False
0.1,0.05,0.1,0.5,0.7071067811865475,0.75,0.8181980515339464,0.06819805153394637,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,930.0,0.93,7900.0,True
0.1,0.05,10.0,0.5,0.7071067811865475,0.75,0.8181980515339464,0.06819805153394637,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,9.3,0.009300000000000001,7900.0,True
0.101,0.05,0.001,0.5,0.7071067811865475,0.75,0.817844498143353,0.06784449814335308,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,93000.0,93.0,7900.0,False
0.101,0.05,0.1,0.5,0.7071067811865475,0.75,0.817844498143353,0.06784449814335308,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,930.0,0.93,7900.0,True
0.101,0.05,10.0,0.5,0.7071067811865475,0.75,0.817844498143353,0.06784449814335308,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,9.3,0.009300000000000001,7900.0,True
0.102,0.05,0.001,0.5,0.7071067811865475,0.75,0.8174909447527599,0.0674909447527598,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,93000.0,93.0,7900.0,False
0.102,0.05,0.1,0.5,0.7071067811865475,0.75,0.8174909447527599,0.0674909447527598,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,930.0,0.93,7900.0,True
0.102,0.05,10.0,0.5,0.7071067811865475,0.75,0.8174909447527599,0.0674909447527598,0.2928932188134524,93,77,0.04890535916363574,0.05477155104796552,9.3,0.009300000000000001,7900.0,True
0.103,0.05,0.001,0.5,0.7071067811865475,0.75,0.8171373913621666,0.06713739136216657,0.2928932188134524,98,81,0.04724185217141398,0.05280303757499612,98000.0,98.0,7900.0,False
0.103,0.05,0.1,0.5,0.7071067811865475,0.75,0.8171373913621666,0.06713739136216657,0.2928932188134524,98,81,0.04724185217141398,0.05280303757499612,980.0,0.98,7900.0,True
0.103,0.05,10.0,0.5,0.7071067811865475,0.75,0.8171373913621666,0.06713739136216657,0.2928932188134524,98,81,0.04724185217141398,0.05280303757499612,9.8,0.009800000000000001,7900.0,True
0.104,0.05,0.001,0.5,0.7071067811865475,0.75,0.8167838379715733,0.06678383797157328,0.2928932188134524,98,81,0.04724185217141398,0.05280303757499612,98000.0,98.0,7900.0,False
0.104,0.05,0.1,0.5,0.7071067811865475,0.75,0.8167838379715733,0.06678383797157328,0.2928932188134524,98,81,0.04724185217141398,0.05280303757499612,980.0,0.98,7900.0,True
0.104,0.05,10.0,0.5,0.7071067811865475,0.75,0.8167838379715733,0.06678383797157328,0.2928932188134524,98,81,0.04724185217141398,0.05280303757499612,9.8,0.009800000000000001,7900.0,True
0.105,0.05,0.001,0.5,0.7071067811865475,0.75,0.81643028458098,0.06643028458097999,0.2928932188134524,98,81,0.04724185217141398,0.05280303757499612,98000.0,98.0,7900.0,False
0.105,0.05,0.1,0.5,0.7071067811865475,0.75,0.81643028458098,0.06643028458097999,0.2928932188134524,98,81,0.04724185217141398,0.05280303757499612,980.0,0.98,7900.0,True
0.105,0.05,10.0,0.5,0.7071067811865475,0.75,0.81643028458098,0.06643028458097999,0.2928932188134524,98,81,0.04724185217141398,0.05280303757499612,9.8,0.009800000000000001,7900.0,True
0.106,0.05,0.001,0.5,0.7071067811865475,0.75,0.8160767311903867,0.0660767311903867,0.2928932188134524,103,85,0.04559837887742477,0.050873184949719284,103000.0,103.0,7900.0,False
0.106,0.05,0.1,0.5,0.7071067811865475,0.75,0.8160767311903867,0.0660767311903867,0.2928932188134524,103,85,0.04559837887742477,0.050873184949719284,1030.0,1.03,7900.0,True
0.106,0.05,10.0,0.5,0.7071067811865475,0.75,0.8160767311903867,0.0660767311903867,0.2928932188134524,103,85,0.04559837887742477,0.050873184949719284,10.3,0.0103,7900.0,True
0.107,0.05,0.001,0.5,0.7071067811865475,0.75,0.8157231777997934,0.06572317779979342,0.2928932188134524,103,85,0.04559837887742477,0.050873184949719284,103000.0,103.0,7900.0,False
0.107,0.05,0.1,0.5,0.7071067811865475,0.75,0.8157231777997934,0.06572317779979342,0.2928932188134524,103,85,0.04559837887742477,0.050873184949719284,1030.0,1.03,7900.0,True
0.107,0.05,10.0,0.5,0.7071067811865475,0.75,0.8157231777997934,0.06572317779979342,0.2928932188134524,103,85,0.04559837887742477,0.050873184949719284,10.3,0.0103,7900.0,True
0.108,0.05,0.001,0.5,0.7071067811865475,0.75,0.8153696244092001,0.06536962440920019,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,107000.0,107.0,7900.0,False
0.108,0.05,0.1,0.5,0.7071067811865475,0.75,0.8153696244092001,0.06536962440920019,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,1070.0,1.07,7900.0,True
0.108,0.05,10.0,0.5,0.7071067811865475,0.75,0.8153696244092001,0.06536962440920019,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,10.7,0.0107,7900.0,True
0.109,0.05,0.001,0.5,0.7071067811865475,0.75,0.815016071018607,0.0650160710186069,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,107000.0,107.0,7900.0,False
0.109,0.05,0.1,0.5,0.7071067811865475,0.75,0.815016071018607,0.0650160710186069,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,1070.0,1.07,7900.0,True
0.109,0.05,10.0,0.5,0.7071067811865475,0.75,0.815016071018607,0.0650160710186069,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,10.7,0.0107,7900.0,True
0.11,0.05,0.001,0.5,0.7071067811865475,0.75,0.8146625176280136,0.06466251762801362,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,107000.0,107.0,7900.0,False
0.11,0.05,0.1,0.5,0.7071067811865475,0.75,0.8146625176280136,0.06466251762801362,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,1070.0,1.07,7900.0,True
0.11,0.05,10.0,0.5,0.7071067811865475,0.75,0.8146625176280136,0.06466251762801362,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,10.7,0.0107,7900.0,True
0.111,0.05,0.001,0.5,0.7071067811865475,0.75,0.8143089642374204,0.06430896423742033,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,107000.0,107.0,7900.0,False
0.111,0.05,0.1,0.5,0.7071067811865475,0.75,0.8143089642374204,0.06430896423742033,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,1070.0,1.07,7900.0,True
0.111,0.05,10.0,0.5,0.7071067811865475,0.75,0.8143089642374204,0.06430896423742033,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,10.7,0.0107,7900.0,True
0.112,0.05,0.001,0.5,0.7071067811865475,0.75,0.8139554108468271,0.0639554108468271,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,107000.0,107.0,7900.0,False
0.112,0.05,0.1,0.5,0.7071067811865475,0.75,0.8139554108468271,0.0639554108468271,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,1070.0,1.07,7900.0,True
0.112,0.05,10.0,0.5,0.7071067811865475,0.75,0.8139554108468271,0.0639554108468271,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,10.7,0.0107,7900.0,True
0.113,0.05,0.001,0.5,0.7071067811865475,0.75,0.8136018574562338,0.06360185745623381,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,107000.0,107.0,7900.0,False
0.113,0.05,0.1,0.5,0.7071067811865475,0.75,0.8136018574562338,0.06360185745623381,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,1070.0,1.07,7900.0,True
0.113,0.05,10.0,0.5,0.7071067811865475,0.75,0.8136018574562338,0.06360185745623381,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,10.7,0.0107,7900.0,True
0.114,0.05,0.001,0.5,0.7071067811865475,0.75,0.8132483040656405,0.06324830406564053,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,107000.0,107.0,7900.0,False
0.114,0.05,0.1,0.5,0.7071067811865475,0.75,0.8132483040656405,0.06324830406564053,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,1070.0,1.07,7900.0,True
0.114,0.05,10.0,0.5,0.7071067811865475,0.75,0.8132483040656405,0.06324830406564053,0.2928932188134524,107,88,0.048988437416019624,0.054477596205058154,10.7,0.0107,7900.0,True
0.115,0.05,0.001,0.5,0.7071067811865475,0.75,0.8128947506750472,0.06289475067504724,0.2928932188134524,112,92,0.04715330012774757,0.05235869853918823,112000.0,112.0,7900.0,False
0.115,0.05,0.1,0.5,0.7071067811865475,0.75,0.8128947506750472,0.06289475067504724,0.2928932188134524,112,92,0.04715330012774757,0.05235869853918823,1120.0,1.12,7900.0,True
0.115,0.05,10.0,0.5,0.7071067811865475,0.75,0.8128947506750472,0.06289475067504724,0.2928932188134524,112,92,0.04715330012774757,0.05235869853918823,11.2,0.0112,7900.0,True
0.116,0.05,0.001,0.5,0.7071067811865475,0.75,0.812541197284454,0.06254119728445395,0.2928932188134524,112,92,0.04715330012774757,0.05235869853918823,112000.0,112.0,7900.0,False
0.116,0.05,0.1,0.5,0.7071067811865475,0.75,0.812541197284454,0.06254119728445395,0.2928932188134524,112,92,0.04715330012774757,0.05235869853918823,1120.0,1.12,7900.0,True
0.116,0.05,10.0,0.5,0.7071067811865475,0.75,0.812541197284454,0.06254119728445395,0.2928932188134524,112,92,0.04715330012774757,0.05235869853918823,11.2,0.0112,7900.0,True
0.117,0.05,0.001,0.5,0.7071067811865475,0.75,0.8121876438938607,0.06218764389386072,0.2928932188134524,117,96,0.04537079853753585,0.05030997627910519,117000.0,117.0,7900.0,False
0.117,0.05,0.1,0.5,0.7071067811865475,0.75,0.8121876438938607,0.06218764389386072,0.2928932188134524,117,96,0.04537079853753585,0.05030997627910519,1170.0,1.17,7900.0,True
0.117,0.05,10.0,0.5,0.7071067811865475,0.75,0.8121876438938607,0.06218764389386072,0.2928932188134524,117,96,0.04537079853753585,0.05030997627910519,11.7,0.011699999999999999,7900.0,True
0.118,0.05,0.001,0.5,0.7071067811865475,0.75,0.8118340905032675,0.061834090503267436,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,121000.0,121.0,7900.0,False
0.118,0.05,0.1,0.5,0.7071067811865475,0.75,0.8118340905032675,0.061834090503267436,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,1210.0,1.21,7900.0,True
0.118,0.05,10.0,0.5,0.7071067811865475,0.75,0.8118340905032675,0.061834090503267436,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,12.1,0.0121,7900.0,True
0.119,0.05,0.001,0.5,0.7071067811865475,0.75,0.8114805371126741,0.06148053711267415,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,121000.0,121.0,7900.0,False
0.119,0.05,0.1,0.5,0.7071067811865475,0.75,0.8114805371126741,0.06148053711267415,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,1210.0,1.21,7900.0,True
0.119,0.05,10.0,0.5,0.7071067811865475,0.75,0.8114805371126741,0.06148053711267415,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,12.1,0.0121,7900.0,True
0.12,0.05,0.001,0.5,0.7071067811865475,0.75,0.8111269837220809,0.06112698372208086,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,121000.0,121.0,7900.0,False
0.12,0.05,0.1,0.5,0.7071067811865475,0.75,0.8111269837220809,0.06112698372208086,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,1210.0,1.21,7900.0,True
0.12,0.05,10.0,0.5,0.7071067811865475,0.75,0.8111269837220809,0.06112698372208086,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,12.1,0.0121,7900.0,True
0.121,0.05,0.001,0.5,0.7071067811865475,0.75,0.8107734303314876,0.06077343033148763,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,121000.0,121.0,7900.0,False
0.121,0.05,0.1,0.5,0.7071067811865475,0.75,0.8107734303314876,0.06077343033148763,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,1210.0,1.21,7900.0,True
0.121,0.05,10.0,0.5,0.7071067811865475,0.75,0.8107734303314876,0.06077343033148763,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,12.1,0.0121,7900.0,True
0.122,0.05,0.001,0.5,0.7071067811865475,0.75,0.8104198769408943,0.060419876940894346,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,121000.0,121.0,7900.0,False
0.122,0.05,0.1,0.5,0.7071067811865475,0.75,0.8104198769408943,0.060419876940894346,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,1210.0,1.21,7900.0,True
0.122,0.05,10.0,0.5,0.7071067811865475,0.75,0.8104198769408943,0.060419876940894346,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,12.1,0.0121,7900.0,True
0.123,0.05,0.001,0.5,0.7071067811865475,0.75,0.8100663235503011,0.06006632355030106,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,121000.0,121.0,7900.0,False
0.123,0.05,0.1,0.5,0.7071067811865475,0.75,0.8100663235503011,0.06006632355030106,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,1210.0,1.21,7900.0,True
0.123,0.05,10.0,0.5,0.7071067811865475,0.75,0.8100663235503011,0.06006632355030106,0.2928932188134524,121,99,0.04833197607131241,0.05344741384989696,12.1,0.0121,7900.0,True
0.124,0.05,0.001,0.5,0.7071067811865475,0.75,0.8097127701597078,0.05971277015970777,0.2928932188134524,126,103,0.046424500332272536,0.051279232813191376,126000.0,126.0,7900.0,False
0.124,0.05,0.1,0.5,0.7071067811865475,0.75,0.8097127701597078,0.05971277015970777,0.2928932188134524,126,103,0.046424500332272536,0.051279232813191376,1260.0,1.26,7900.0,True
0.124,0.05,10.0,0.5,0.7071067811865475,0.75,0.8097127701597078,0.05971277015970777,0.2928932188134524,126,103,0.046424500332272536,0.051279232813191376,12.6,0.0126,7900.0,True
0.125,0.05,0.001,0.5,0.7071067811865475,0.75,0.8093592167691145,0.05935921676911449,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,130000.0,130.0,7900.0,False
0.125,0.05,0.1,0.5,0.7071067811865475,0.75,0.8093592167691145,0.05935921676911449,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,1300.0,1.3,7900.0,True
0.125,0.05,10.0,0.5,0.7071067811865475,0.75,0.8093592167691145,0.05935921676911449,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,13.0,0.013,7900.0,True
0.126,0.05,0.001,0.5,0.7071067811865475,0.75,0.8090056633785212,0.059005663378521256,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,130000.0,130.0,7900.0,False
0.126,0.05,0.1,0.5,0.7071067811865475,0.75,0.8090056633785212,0.059005663378521256,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,1300.0,1.3,7900.0,True
0.126,0.05,10.0,0.5,0.7071067811865475,0.75,0.8090056633785212,0.059005663378521256,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,13.0,0.013,7900.0,True
0.127,0.05,0.001,0.5,0.7071067811865475,0.75,0.808652109987928,0.05865210998792797,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,130000.0,130.0,7900.0,False
0.127,0.05,0.1,0.5,0.7071067811865475,0.75,0.808652109987928,0.05865210998792797,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,1300.0,1.3,7900.0,True
0.127,0.05,10.0,0.5,0.7071067811865475,0.75,0.808652109987928,0.05865210998792797,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,13.0,0.013,7900.0,True
0.128,0.05,0.001,0.5,0.7071067811865475,0.75,0.8082985565973346,0.05829855659733468,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,130000.0,130.0,7900.0,False
0.128,0.05,0.1,0.5,0.7071067811865475,0.75,0.8082985565973346,0.05829855659733468,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,1300.0,1.3,7900.0,True
0.128,0.05,10.0,0.5,0.7071067811865475,0.75,0.8082985565973346,0.05829855659733468,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,13.0,0.013,7900.0,True
0.129,0.05,0.001,0.5,0.7071067811865475,0.75,0.8079450032067415,0.0579450032067414,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,130000.0,130.0,7900.0,False
0.129,0.05,0.1,0.5,0.7071067811865475,0.75,0.8079450032067415,0.0579450032067414,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,1300.0,1.3,7900.0,True
0.129,0.05,10.0,0.5,0.7071067811865475,0.75,0.8079450032067415,0.0579450032067414,0.2928932188134524,130,106,0.04919668763398172,0.0542084669943769,13.0,0.013,7900.0,True
0.13,0.05,0.001,0.5,0.7071067811865475,0.75,0.8075914498161482,0.057591449816148166,0.2928932188134524,135,110,0.04719740082491185,0.051955594539452324,135000.0,135.0,7900.0,False
0.13,0.05,0.1,0.5,0.7071067811865475,0.75,0.8075914498161482,0.057591449816148166,0.2928932188134524,135,110,0.04719740082491185,0.051955594539452324,1350.0,1.35,7900.0,True
0.13,0.05,10.0,0.5,0.7071067811865475,0.75,0.8075914498161482,0.057591449816148166,0.2928932188134524,135,110,0.04719740082491185,0.051955594539452324,13.5,0.0135,7900.0,True
0.131,0.05,0.001,0.5,0.7071067811865475,0.75,0.8072378964255549,0.05723789642555488,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,139000.0,139.0,7900.0,False
0.131,0.05,0.1,0.5,0.7071067811865475,0.75,0.8072378964255549,0.05723789642555488,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,1390.0,1.39,7900.0,True
0.131,0.05,10.0,0.5,0.7071067811865475,0.75,0.8072378964255549,0.05723789642555488,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,13.9,0.013900000000000001,7900.0,True
0.132,0.05,0.001,0.5,0.7071067811865475,0.75,0.8068843430349616,0.05688434303496159,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,139000.0,139.0,7900.0,False
0.132,0.05,0.1,0.5,0.7071067811865475,0.75,0.8068843430349616,0.05688434303496159,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,1390.0,1.39,7900.0,True
0.132,0.05,10.0,0.5,0.7071067811865475,0.75,0.8068843430349616,0.05688434303496159,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,13.9,0.013900000000000001,7900.0,True
0.133,0.05,0.001,0.5,0.7071067811865475,0.75,0.8065307896443683,0.05653078964436831,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,139000.0,139.0,7900.0,False
0.133,0.05,0.1,0.5,0.7071067811865475,0.75,0.8065307896443683,0.05653078964436831,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,1390.0,1.39,7900.0,True
0.133,0.05,10.0,0.5,0.7071067811865475,0.75,0.8065307896443683,0.05653078964436831,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,13.9,0.013900000000000001,7900.0,True
0.134,0.05,0.001,0.5,0.7071067811865475,0.75,0.8061772362537751,0.056177236253775076,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,139000.0,139.0,7900.0,False
0.134,0.05,0.1,0.5,0.7071067811865475,0.75,0.8061772362537751,0.056177236253775076,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,1390.0,1.39,7900.0,True
0.134,0.05,10.0,0.5,0.7071067811865475,0.75,0.8061772362537751,0.056177236253775076,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,13.9,0.013900000000000001,7900.0,True
0.135,0.05,0.001,0.5,0.7071067811865475,0.75,0.8058236828631817,0.05582368286318179,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,139000.0,139.0,7900.0,False
0.135,0.05,0.1,0.5,0.7071067811865475,0.75,0.8058236828631817,0.05582368286318179,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,1390.0,1.39,7900.0,True
0.135,0.05,10.0,0.5,0.7071067811865475,0.75,0.8058236828631817,0.05582368286318179,0.2928932188134524,139,113,0.04979871210732191,0.05469798029619727,13.9,0.013900000000000001,7900.0,True
0.136,0.05,0.001,0.5,0.7071067811865475,0.75,0.8054701294725886,0.0554701294725885,0.2928932188134524,149,121,0.04575763421488531,0.050180391152625466,149000.0,149.0,7900.0,False
0.136,0.05,0.1,0.5,0.7071067811865475,0.75,0.8054701294725886,0.0554701294725885,0.2928932188134524,149,121,0.04575763421488531,0.050180391152625466,1490.0,1.49,7900.0,True
0.136,0.05,10.0,0.5,0.7071067811865475,0.75,0.8054701294725886,0.0554701294725885,0.2928932188134524,149,121,0.04575763421488531,0.050180391152625466,14.9,0.0149,7900.0,True
0.137,0.05,0.001,0.5,0.7071067811865475,0.75,0.8051165760819952,0.05511657608199522,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,153000.0,153.0,7900.0,False
0.137,0.05,0.1,0.5,0.7071067811865475,0.75,0.8051165760819952,0.05511657608199522,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,1530.0,1.53,7900.0,True
0.137,0.05,10.0,0.5,0.7071067811865475,0.75,0.8051165760819952,0.05511657608199522,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,15.3,0.015300000000000001,7900.0,True
0.138,0.05,0.001,0.5,0.7071067811865475,0.75,0.804763022691402,0.05476302269140193,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,153000.0,153.0,7900.0,False
0.138,0.05,0.1,0.5,0.7071067811865475,0.75,0.804763022691402,0.05476302269140193,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,1530.0,1.53,7900.0,True
0.138,0.05,10.0,0.5,0.7071067811865475,0.75,0.804763022691402,0.05476302269140193,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,15.3,0.015300000000000001,7900.0,True
0.139,0.05,0.001,0.5,0.7071067811865475,0.75,0.8044094693008087,0.0544094693008087,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,153000.0,153.0,7900.0,False
0.139,0.05,0.1,0.5,0.7071067811865475,0.75,0.8044094693008087,0.0544094693008087,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,1530.0,1.53,7900.0,True
0.139,0.05,10.0,0.5,0.7071067811865475,0.75,0.8044094693008087,0.0544094693008087,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,15.3,0.015300000000000001,7900.0,True
0.14,0.05,0.001,0.5,0.7071067811865475,0.75,0.8040559159102154,0.05405591591021541,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,153000.0,153.0,7900.0,False
0.14,0.05,0.1,0.5,0.7071067811865475,0.75,0.8040559159102154,0.05405591591021541,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,1530.0,1.53,7900.0,True
0.14,0.05,10.0,0.5,0.7071067811865475,0.75,0.8040559159102154,0.05405591591021541,0.2928932188134524,153,124,0.04807126717065109,0.052615563291576156,15.3,0.015300000000000001,7900.0,True
0.141,0.05,0.001,0.5,0.7071067811865475,0.75,0.8037023625196221,0.05370236251962213,0.2928932188134524,162,131,0.04824014964097745,0.05267227167996033,162000.0,162.0,7900.0,False
0.141,0.05,0.1,0.5,0.7071067811865475,0.75,0.8037023625196221,0.05370236251962213,0.2928932188134524,162,131,0.04824014964097745,0.05267227167996033,1620.0,1.62,7900.0,True
0.141,0.05,10.0,0.5,0.7071067811865475,0.75,0.8037023625196221,0.05370236251962213,0.2928932188134524,162,131,0.04824014964097745,0.05267227167996033,16.2,0.0162,7900.0,True
0.142,0.05,0.001,0.5,0.7071067811865475,0.75,0.8033488091290288,0.05334880912902884,0.2928932188134524,162,131,0.04824014964097745,0.05267227167996033,162000.0,162.0,7900.0,False
0.142,0.05,0.1,0.5,0.7071067811865475,0.75,0.8033488091290288,0.05334880912902884,0.2928932188134524,162,131,0.04824014964097745,0.05267227167996033,1620.0,1.62,7900.0,True
0.142,0.05,10.0,0.5,0.7071067811865475,0.75,0.8033488091290288,0.05334880912902884,0.2928932188134524,162,131,0.04824014964097745,0.05267227167996033,16.2,0.0162,7900.0,True
0.143,0.05,0.001,0.5,0.7071067811865475,0.75,0.8029952557384357,0.05299525573843561,0.2928932188134524,162,131,0.04824014964097745,0.05267227167996033,162000.0,162.0,7900.0,False
0.143,0.05,0.1,0.5,0.7071067811865475,0.75,0.8029952557384357,0.05299525573843561,0.2928932188134524,162,131,0.04824014964097745,0.05267227167996033,1620.0,1.62,7900.0,True
