epsilon,alpha,t_env_seconds,classical_bias,quantum_bias,classical_win_probability,noisy_quantum_win_probability,noisy_gap,epsilon_threshold,required_trials,expected_quantum_wins,certification_p_value,previous_round_p_value,required_rate_hz,required_rate_khz,reference_hardware_rate_hz,reference_hardware_rate_pass
0.014,0.05,10.0,0.5,0.7071067811865475,0.75,0.8486036431249679,0.09860364312496789,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,4.5,0.0045,7900.0,True
0.015,0.05,0.001,0.5,0.7071067811865475,0.75,0.8482500897343745,0.0982500897343746,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,45000.0,45.0,7900.0,False
0.015,0.05,0.1,0.5,0.7071067811865475,0.75,0.8482500897343745,0.0982500897343746,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,450.0,0.45,7900.0,True
0.015,0.05,10.0,0.5,0.7071067811865475,0.75,0.8482500897343745,0.0982500897343746,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,4.5,0.0045,7900.0,True
0.016,0.05,0.001,0.5,0.7071067811865475,0.75,0.8478965363437814,0.09789653634378137,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,45000.0,45.0,7900.0,False
0.016,0.05,0.1,0.5,0.7071067811865475,0.75,0.8478965363437814,0.09789653634378137,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,450.0,0.45,7900.0,True
0.016,0.05,10.0,0.5,0.7071067811865475,0.75,0.8478965363437814,0.09789653634378137,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,4.5,0.0045,7900.0,True
0.017,0.05,0.001,0.5,0.7071067811865475,0.75,0.8475429829531881,0.09754298295318808,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,45000.0,45.0,7900.0,False
0.017,0.05,0.1,0.5,0.7071067811865475,0.75,0.8475429829531881,0.09754298295318808,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,450.0,0.45,7900.0,True
0.017,0.05,10.0,0.5,0.7071067811865475,0.75,0.8475429829531881,0.09754298295318808,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,4.5,0.0045,7900.0,True
0.018,0.05,0.001,0.5,0.7071067811865475,0.75,0.8471894295625948,0.0971894295625948,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,45000.0,45.0,7900.0,False
0.018,0.05,0.1,0.5,0.7071067811865475,0.75,0.8471894295625948,0.0971894295625948,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,450.0,0.45,7900.0,True
0.018,0.05,10.0,0.5,0.7071067811865475,0.75,0.8471894295625948,0.0971894295625948,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,4.5,0.0045,7900.0,True
0.019,0.05,0.001,0.5,0.7071067811865475,0.75,0.8468358761720015,0.09683587617200151,0.2928932188134524,45,39,0.044607358408195685,0.05231026179344172,45000.0,45.0,7900.0,False
