case_id,scenario_id,distance_km,weighted_cost,changed_lever_count,state_infidelity,measurement_infidelity,detector_efficiency,optics_efficiency,tau_rot,tau_meas,tau_dec,tau_link,tau_occ,memory_lifetime,minimum_memory_qubits,memory_depth_sufficient,entanglement_success_probability,gamma_heg,r_heg,epsilon,epsilon_threshold,tau_mem_threshold,n_req,expected_score_threshold_at_n_req,p_value_or_bound_at_n_req,r_req,latency_constrained_regime,theoretical_advantage,memory_model_domain,memory_lifetime_criterion,fidelity_criterion,statistical_certification,rate_criterion,decision_criterion,network_model_domain,overall_operational_quantum_advantage,certification_search_limit_exceeded,constraint_violations,design_state_infidelity_scale,design_measurement_infidelity_scale,design_detector_headroom_fraction,design_optics_headroom_fraction,design_decision_time_scale,design_memory_lifetime_multiplier,design_n_memory_qubits,design_n_channels,cost_state_fidelity,cost_measurement_fidelity,cost_detector_efficiency,cost_optics_efficiency,cost_decision_speed,cost_memory_lifetime,cost_memory_count,cost_channel_count
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,1.3435831871533428,3,0.02,0.002,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0026463732821281165,695037.4327303056,5517.985476169197,0.034558203188634895,0.07152330911474081,0.025477240506478743,5306,4254,0.049426498102628204,5306.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.5,1.0,0.0,1.0,1.0,1.0,250,3,0.30102999566398114,0.0,0.0,1.0,0.0,0.0,0.0,0.0425531914893617
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,2.322306591408662,4,0.02,0.002,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0026463732821281165,1164882.7372559921,6165.4291053730485,0.034558203188634895,0.07152330911474081,0.025477240506478743,5306,4254,0.049426498102628204,5306.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.5,1.0,0.0,1.0,1.0,1.0,419,2,0.30102999566398114,0.0,0.0,1.0,0.0,0.0,1.0,0.02127659574468085
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,1.3648597828980238,3,0.02,0.002,1.0,0.8,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0020909616056320923,695037.4327303056,5813.1863452646685,0.034558203188634895,0.07152330911474081,0.025477240506478743,5306,4254,0.049426498102628204,5306.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.5,1.0,1.0,0.0,1.0,1.0,250,4,0.30102999566398114,0.0,1.0,0.0,0.0,0.0,0.0,0.06382978723404255
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,1.6595744680851063,2,0.04,0.001,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0016936789005619949,695037.4327303056,37669.44751731506,0.05723714071520336,0.07152330911474081,0.06613093063207628,35969,28577,0.04997680381639509,35969.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,0.5,0.0,0.0,1.0,1.0,250,32,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6595744680851063
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,2.4893617021276597,3,0.04,0.001,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0016936789005619949,1164882.7372559921,47350.49552926502,0.05723714071520336,0.07152330911474081,0.06613093063207628,35969,28577,0.04997680381639509,35969.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,0.5,0.0,0.0,1.0,1.0,419,24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.48936170212765956
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,2.4893617021276597,3,0.04,0.001,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0026463732821281165,695037.4327303056,44143.883809353574,0.05723714071520336,0.07152330911474081,0.06613093063207628,35969,28577,0.04997680381639509,35969.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,0.5,0.0,1.0,1.0,1.0,250,24,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.48936170212765956
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,3.2340425531914896,4,0.04,0.001,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0026463732821281165,1164882.7372559921,36992.57463223829,0.05723714071520336,0.07152330911474081,0.06613093063207628,35969,28577,0.04997680381639509,35969.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,0.5,0.0,1.0,1.0,1.0,419,12,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.23404255319148937
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,3.297872340425532,4,0.04,0.001,1.0,0.8,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0020909616056320923,1164882.7372559921,36535.87617998844,0.05723714071520336,0.07152330911474081,0.06613093063207628,35969,28577,0.04997680381639509,35969.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,0.5,1.0,0.0,1.0,1.0,419,15,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2978723404255319
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,3.3191489361702127,4,0.04,0.001,1.0,1.0,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0032671275088001434,695037.4327303056,36332.41465790417,0.05723714071520336,0.07152330911474081,0.06613093063207628,35969,28577,0.04997680381639509,35969.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,0.5,1.0,1.0,1.0,1.0,250,16,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.3191489361702128
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,4.191489361702128,5,0.04,0.001,1.0,1.0,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0032671275088001434,1164882.7372559921,38058.204354154615,0.05723714071520336,0.07152330911474081,0.06613093063207628,35969,28577,0.04997680381639509,35969.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,0.5,1.0,1.0,1.0,1.0,419,10,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.19148936170212766
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,2.0,2,0.04,0.002,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0016936789005619949,1164882.7372559921,94700.99105853004,0.06101196318863489,0.07152330911474081,0.08931793781299578,66608,52840,0.04999563860642724,66608.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,1.0,0.0,0.0,1.0,1.0,419,48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,2.0,2,0.04,0.002,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0026463732821281165,695037.4327303056,88287.76761870715,0.06101196318863489,0.07152330911474081,0.08931793781299578,66608,52840,0.04999563860642724,66608.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,1.0,0.0,1.0,1.0,1.0,250,48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,2.4893617021276597,3,0.04,0.002,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0026463732821281165,1164882.7372559921,73985.14926447658,0.06101196318863489,0.07152330911474081,0.08931793781299578,66608,52840,0.04999563860642724,66608.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,1.0,0.0,1.0,1.0,1.0,419,24,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.48936170212765956
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,2.0,2,0.04,0.002,1.0,0.8,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0020909616056320923,695037.4327303056,69758.23614317602,0.06101196318863489,0.07152330911474081,0.08931793781299578,66608,52840,0.04999563860642724,66608.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,1.0,1.0,0.0,1.0,1.0,250,48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,2.6595744680851063,3,0.04,0.002,1.0,0.8,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0020909616056320923,1164882.7372559921,77943.20251730867,0.06101196318863489,0.07152330911474081,0.08931793781299578,66608,52840,0.04999563860642724,66608.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,1.0,1.0,0.0,1.0,1.0,419,32,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6595744680851063
ding_rate_stress_1s@75km,ding_rate_stress_1s,75.0,2.6595744680851063,3,0.04,0.002,1.0,1.0,1e-07,8.7e-07,9.7e-07,0.00035714285714285714,0.0003596928571428572,7.9,621,False,0.0032671275088001434,695037.4327303056,72664.82931580834,0.06101196318863489,0.07152330911474081,0.08931793781299578,66608,52840,0.04999563860642724,66608.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,1.0,1.0,1.0,1.0,1.0,1.0,250,32,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6595744680851063
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,2.1702127659574466,3,0.004,0.001,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004016345610626656,522203.5997234807,1887.615122042557,0.009468970863005466,0.07152330911474081,0.020197423102037655,1857,1504,0.0489131227322725,1857.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,0.5,0.0,0.0,1.0,1.0,250,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1702127659574468
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,3.106382978723404,4,0.004,0.001,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004016345610626656,875213.2331365537,2109.095296362217,0.009468970863005466,0.07152330911474081,0.020197423102037655,1857,1504,0.0489131227322725,1857.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,0.5,0.0,0.0,1.0,1.0,419,6,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.10638297872340426
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,3.106382978723404,4,0.004,0.001,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0006275540016604149,522203.5997234807,1966.265752127663,0.009468970863005466,0.07152330911474081,0.020197423102037655,1857,1504,0.0489131227322725,1857.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,0.5,0.0,1.0,1.0,1.0,250,6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.10638297872340426
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,3.148936170212766,4,0.004,0.001,1.0,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004958451371144019,522203.5997234807,2071.4569240521882,0.009468970863005466,0.07152330911474081,0.020197423102037655,1857,1504,0.0489131227322725,1857.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,0.5,1.0,0.0,1.0,1.0,250,8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14893617021276595
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,4.085106382978723,5,0.004,0.001,1.0,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0007747580267412528,522203.5997234807,2022.9071523947148,0.009468970863005466,0.07152330911474081,0.020197423102037655,1857,1504,0.0489131227322725,1857.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,0.5,1.0,1.0,1.0,1.0,250,5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0851063829787234
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,5.042553191489362,6,0.004,0.001,1.0,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0007747580267412528,875213.2331365537,2034.2354324481253,0.009468970863005466,0.07152330911474081,0.020197423102037655,1857,1504,0.0489131227322725,1857.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,0.5,1.0,1.0,1.0,1.0,419,3,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0425531914893617
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,1.2127659574468086,2,0.004,0.002,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004016345610626656,522203.5997234807,2307.085149163125,0.01343505708775794,0.07152330911474081,0.02150188635180945,2116,1711,0.04953166971027974,2116.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,1.0,0.0,0.0,1.0,1.0,250,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2127659574468085
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,2.127659574468085,3,0.004,0.002,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004016345610626656,875213.2331365537,2460.6111790892533,0.01343505708775794,0.07152330911474081,0.02150188635180945,2116,1711,0.04953166971027974,2116.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,1.0,0.0,0.0,1.0,1.0,419,7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1276595744680851
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,3.106382978723404,4,0.004,0.002,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,15.8,826,False,0.0004016345610626656,875213.2331365537,2109.095296362217,0.013354905758191205,0.07152330911474081,0.02150188635180945,2106,1703,0.04957995249366738,2106.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,1.0,0.0,0.0,1.0,2.0,419,6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.10638297872340426
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,2.127659574468085,3,0.004,0.002,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0006275540016604149,522203.5997234807,2293.976710815607,0.01343505708775794,0.07152330911474081,0.02150188635180945,2116,1711,0.04953166971027974,2116.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,1.0,0.0,1.0,1.0,1.0,250,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1276595744680851
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,3.0638297872340425,4,0.004,0.002,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0006275540016604149,875213.2331365537,2196.9742670439755,0.01343505708775794,0.07152330911474081,0.02150188635180945,2116,1711,0.04953166971027974,2116.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,1.0,0.0,1.0,1.0,1.0,419,4,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06382978723404255
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,2.1702127659574466,3,0.004,0.002,1.0,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004958451371144019,522203.5997234807,2330.3890395587123,0.01343505708775794,0.07152330911474081,0.02150188635180945,2116,1711,0.04953166971027974,2116.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,1.0,1.0,0.0,1.0,1.0,250,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1702127659574468
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,3.0851063829787235,4,0.004,0.002,1.0,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004958451371144019,875213.2331365537,2169.8511279446675,0.01343505708775794,0.07152330911474081,0.02150188635180945,2116,1711,0.04953166971027974,2116.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,1.0,1.0,0.0,1.0,1.0,419,5,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0851063829787234
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,3.106382978723404,4,0.004,0.002,1.0,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0007747580267412528,522203.5997234807,2427.488582873658,0.01343505708775794,0.07152330911474081,0.02150188635180945,2116,1711,0.04953166971027974,2116.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.1,1.0,1.0,1.0,1.0,1.0,250,6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.10638297872340426
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,1.8361025445194517,3,0.01,0.001,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004016345610626656,522203.5997234807,2516.8201627234093,0.017437002863005535,0.07152330911474081,0.02319951405954021,2439,1969,0.049877767699330854,2439.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,0.5,0.0,0.0,1.0,1.0,250,12,0.6020599913279623,1.0,0.0,0.0,0.0,0.0,0.0,0.23404255319148937
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,2.7297195657960476,4,0.01,0.001,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004016345610626656,875213.2331365537,2460.6111790892533,0.017437002863005535,0.07152330911474081,0.02319951405954021,2439,1969,0.049877767699330854,2439.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,0.5,0.0,0.0,1.0,1.0,419,7,0.6020599913279623,1.0,0.0,0.0,0.0,0.0,1.0,0.1276595744680851
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,2.750996161540728,4,0.01,0.001,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0006275540016604149,522203.5997234807,2621.6876695035508,0.017437002863005535,0.07152330911474081,0.02319951405954021,2439,1969,0.049877767699330854,2439.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,0.5,0.0,1.0,1.0,1.0,250,8,0.6020599913279623,1.0,0.0,1.0,0.0,0.0,0.0,0.14893617021276595
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,3.6871663743066856,5,0.01,0.001,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0006275540016604149,875213.2331365537,2746.217833804969,0.017437002863005535,0.07152330911474081,0.02319951405954021,2439,1969,0.049877767699330854,2439.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,0.5,0.0,1.0,1.0,1.0,419,5,0.6020599913279623,1.0,0.0,1.0,0.0,0.0,1.0,0.0851063829787234
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,2.79354935303009,4,0.01,0.001,1.0,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004958451371144019,522203.5997234807,2589.3211550652354,0.017437002863005535,0.07152330911474081,0.02319951405954021,2439,1969,0.049877767699330854,2439.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,0.5,1.0,0.0,1.0,1.0,250,10,0.6020599913279623,1.0,1.0,0.0,0.0,0.0,0.0,0.19148936170212766
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,3.7084429700513666,5,0.01,0.001,1.0,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004958451371144019,875213.2331365537,2603.8213535336013,0.017437002863005535,0.07152330911474081,0.02319951405954021,2439,1969,0.049877767699330854,2439.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,0.5,1.0,0.0,1.0,1.0,419,6,0.6020599913279623,1.0,1.0,0.0,0.0,0.0,1.0,0.10638297872340426
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,5.708442970051366,7,0.01,0.001,1.0,1.0,5e-08,4.35e-07,4.85e-07,0.0004761904761904762,0.00047825547619047623,15.8,825,False,0.0007747580267412528,522733.1676186218,2429.950304738448,0.01735644779039114,0.07152330911474081,0.023176011212217983,2429,1961,0.04996336201250608,2429.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,0.5,1.0,1.0,0.5,2.0,250,6,0.6020599913279623,1.0,1.0,1.0,1.0,1.0,0.0,0.10638297872340426
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,3.7297195657960476,5,0.01,0.001,1.0,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0007747580267412528,522203.5997234807,2832.0700133526007,0.017437002863005535,0.07152330911474081,0.02319951405954021,2439,1969,0.049877767699330854,2439.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,0.5,1.0,1.0,1.0,1.0,250,7,0.6020599913279623,1.0,1.0,1.0,0.0,0.0,0.0,0.1276595744680851
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,4.665889778562005,6,0.01,0.001,1.0,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0007747580267412528,875213.2331365537,2712.3139099308337,0.017437002863005535,0.07152330911474081,0.02319951405954021,2439,1969,0.049877767699330854,2439.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,0.5,1.0,1.0,1.0,1.0,419,4,0.6020599913279623,1.0,1.0,1.0,0.0,0.0,1.0,0.06382978723404255
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,0.8786557360088134,2,0.01,0.002,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004016345610626656,522203.5997234807,2936.2901898439773,0.021371185087757927,0.07152330911474081,0.024931547674232207,2861,2306,0.04914481748732118,2861.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,1.0,0.0,0.0,1.0,1.0,250,14,0.6020599913279623,0.0,0.0,0.0,0.0,0.0,0.0,0.2765957446808511
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,1.7722727572854091,3,0.01,0.002,0.9,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004016345610626656,875213.2331365537,3163.6429445433255,0.021371185087757927,0.07152330911474081,0.024931547674232207,2861,2306,0.04914481748732118,2861.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,1.0,0.0,0.0,1.0,1.0,419,9,0.6020599913279623,0.0,0.0,0.0,0.0,0.0,1.0,0.1702127659574468
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,1.7722727572854091,3,0.01,0.002,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0006275540016604149,522203.5997234807,2949.3986281914945,0.021371185087757927,0.07152330911474081,0.024931547674232207,2861,2306,0.04914481748732118,2861.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,1.0,0.0,1.0,1.0,1.0,250,9,0.6020599913279623,0.0,0.0,1.0,0.0,0.0,0.0,0.1702127659574468
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,2.7084429700513666,4,0.01,0.002,0.9,1.0,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0006275540016604149,875213.2331365537,3295.4614005659632,0.021371185087757927,0.07152330911474081,0.024931547674232207,2861,2306,0.04914481748732118,2861.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,1.0,0.0,1.0,1.0,1.0,419,6,0.6020599913279623,0.0,0.0,1.0,0.0,0.0,1.0,0.10638297872340426
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,3.8148259487747707,5,0.01,0.002,1.0,0.8,5e-08,4.35e-07,4.85e-07,0.0004761904761904762,0.00047825547619047623,15.8,825,False,0.0004958451371144019,522733.1676186218,2851.141690893113,0.02129095255765301,0.07152330911474081,0.024906290146984412,2851,2298,0.0492589978769861,2851.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,1.0,1.0,0.0,0.5,2.0,250,11,0.6020599913279623,0.0,1.0,0.0,1.0,1.0,0.0,0.2127659574468085
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,1.8361025445194517,3,0.01,0.002,1.0,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004958451371144019,522203.5997234807,3107.185386078283,0.021371185087757927,0.07152330911474081,0.024931547674232207,2861,2306,0.04914481748732118,2861.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,1.0,1.0,0.0,1.0,1.0,250,12,0.6020599913279623,0.0,1.0,0.0,0.0,0.0,0.0,0.23404255319148937
ding_rate_stress_1s@100km,ding_rate_stress_1s,100.0,2.7297195657960476,4,0.01,0.002,1.0,0.8,1e-07,8.7e-07,9.7e-07,0.0004761904761904762,0.0004787404761904762,7.9,826,False,0.0004958451371144019,875213.2331365537,3037.7915791225346,0.021371185087757927,0.07152330911474081,0.024931547674232207,2861,2306,0.04914481748732118,2861.0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,False,,0.25,1.0,1.0,0.0,1.0,1.0,419,7,0.6020599913279623,0.0,1.0,0.0,0.0,0.0,1.0,0.1276595744680851
