nu,p,beta,classical_value,noiseless_quantum_value,noisy_quantum_value,signed_noisy_gap,plotted_noisy_gap,theoretical_advantage
0.01,0.54,0.44,0.7516,0.7534050450642212,0.750870994613579,-0.0007290053864210666,0.0,False
0.01,0.55,0.44,0.7525,0.7543115019026863,0.7517683868836594,-0.0007316131163405126,0.0,False
0.01,0.56,0.44,0.7536,0.7554193935941436,0.7528651996582021,-0.0007348003417979587,0.0,False
0.01,0.57,0.44,0.7549,0.756728720138593,0.7541614329372072,-0.0007385670627928498,0.0,False
0.01,0.58,0.44,0.7564,0.7582394815360347,0.7556570867206743,-0.0007429132793256299,0.0,False
0.01,0.59,0.44,0.7581,0.7599516777864685,0.7573521610086038,-0.000747838991396188,0.0,False
0.01,0.6,0.44,0.76,0.7618653088898948,0.7592466558009958,-0.0007533441990041911,0.0,False
0.01,0.61,0.44,0.7621,0.7639803748463132,0.76134057109785,-0.0007594289021499723,0.0,False
0.01,0.62,0.44,0.7644,0.7662968756557238,0.7636339068991665,-0.0007660931008334204,0.0,False
0.01,0.63,0.44,0.7669,0.7688148113181266,0.7661266632049453,-0.0007733367950547576,0.0,False
0.01,0.64,0.44,0.7696000000000001,0.7715341818335216,0.7688188400151864,-0.0007811599848136508,0.0,False
0.01,0.65,0.44,0.7725,0.774454987201909,0.7717104373298899,-0.0007895626701101,0.0,False
0.01,0.66,0.44,0.7756000000000001,0.7775772274232885,0.7748014551490556,-0.0007985448509444382,0.0,False
0.01,0.67,0.44,0.7789,0.7809009024976602,0.7780918934726836,-0.0008081065273164434,0.0,False
0.01,0.68,0.44,0.7824,0.7844260124250242,0.781581752300774,-0.0008182476992260046,0.0,False
0.01,0.69,0.44,0.7861,0.7881525572053804,0.7852710316333266,-0.0008289683666734549,0.0,False
0.01,0.7,0.44,0.79,0.7920805368387287,0.7891597314703415,-0.0008402685296585721,0.0,False
0.01,0.71,0.44,0.7941,0.7962099513250694,0.7932478518118188,-0.0008521481881812454,0.0,False
0.01,0.72,0.44,0.7984,0.8005408006644024,0.7975353926577583,-0.0008646073422416967,0.0,False
0.01,0.73,0.44,0.8029,0.8050730848567274,0.80202235400816,-0.000877645991839926,0.0,False
0.01,0.74,0.44,0.8076,0.8098068039020447,0.8067087358630243,-0.0008912641369757113,0.0,False
0.01,0.75,0.44,0.8125,0.8147419578003543,0.8115945382223507,-0.0009054617776492746,0.0,False
0.01,0.76,0.44,0.8176,0.819878546551656,0.8166797610861395,-0.0009202389138605049,0.0,False
0.01,0.77,0.44,0.8229,0.8252165701559501,0.8219644044543906,-0.0009355955456094023,0.0,False
0.01,0.78,0.44,0.8284,0.8307560286132364,0.8274484683271041,-0.0009515316728959666,0.0,False
0.01,0.79,0.44,0.8341000000000001,0.8364969219235148,0.8331319527042796,-0.00096804729572042,0.0,False
0.01,0.8,0.44,0.8400000000000001,0.8424392500867856,0.8390148575859177,-0.0009851424140824294,0.0,False
0.01,0.81,0.44,0.8461000000000001,0.8485830131030484,0.845097182972018,-0.0010028170279821058,0.0,False
0.01,0.82,0.44,0.8523999999999999,0.8549282109723035,0.8513789288625805,-0.0010210711374194492,0.0,False
0.01,0.83,0.44,0.8589,0.8614748436945509,0.8578600952576053,-0.0010399047423946817,0.0,False
0.01,0.84,0.44,0.8655999999999999,0.8682229112697905,0.8645406821570926,-0.001059317842907359,0.0,False
0.01,0.85,0.44,0.8724999999999999,0.8751724136980222,0.871420689561042,-0.0010793104389579256,0.0,False
0.01,0.86,0.44,0.8795999999999999,0.8823233509792463,0.8785001174694539,-0.001099882530546048,0.0,False
0.01,0.87,0.44,0.8869,0.8896757231134627,0.8857789658823281,-0.0011210341176719485,0.0,False
0.01,0.88,0.44,0.8944,0.8972295301006712,0.8932572347996645,-0.001142765200335516,0.0,False
0.01,0.89,0.44,0.9021,0.9049847719408719,0.9009349242214632,-0.0011650757785368615,0.0,False
0.01,0.9,0.44,0.9108,0.9129414486340649,0.9088120341477243,-0.001987965852275786,0.0,False
0.01,0.91,0.44,0.9198280000000001,0.9210995601802501,0.9168885645784476,-0.0029394354215525054,0.0,False
0.01,0.92,0.44,0.9288320000000001,0.9294591065794274,0.9251645155136331,-0.003667484486367001,0.0,False
0.01,0.93,0.44,0.9378120000000001,0.9380200878315972,0.9336398869532813,-0.004172113046718828,0.0,False
0.01,0.94,0.44,0.946768,0.946782503936759,0.9423146788973914,-0.004453321102608654,0.0,False
0.01,0.95,0.44,0.9557,0.9557,0.951143,-0.004557000000000033,0.0,False
0.01,0.96,0.44,0.9646079999999999,0.9646079999999999,0.9599619199999999,-0.004646079999999997,0.0,False
0.01,0.97,0.44,0.973492,0.973492,0.96875708,-0.004734919999999976,0.0,False
0.01,0.98,0.44,0.9823519999999999,0.982352,0.97752848,-0.004823519999999859,0.0,False
0.01,0.99,0.44,0.991188,0.991188,0.98627612,-0.00491187999999998,0.0,False
0.01,1.0,0.44,1.0,1.0,0.995,-0.0050000000000000044,0.0,False
0.01,0.0,0.45,1.0,1.0,0.995,-0.0050000000000000044,0.0,False
0.01,0.01,0.45,0.99099,0.99099,0.9860801,-0.004909900000000023,0.0,False
0.01,0.02,0.45,0.9819599999999999,0.9819599999999999,0.9771403999999999,-0.004819600000000035,0.0,False
0.01,0.03,0.45,0.9729099999999999,0.9729099999999999,0.9681808999999999,-0.004729100000000042,0.0,False
0.01,0.04,0.45,0.96384,0.96384,0.9592016,-0.0046384000000000425,0.0,False
0.01,0.05,0.45,0.95475,0.9547568718557202,0.950209303137163,-0.004540696862836979,0.0,False
0.01,0.06,0.45,0.94564,0.9458124825529227,0.9413543577273935,-0.004285642272606527,0.0,False
0.01,0.07,0.45,0.93651,0.9370690907625475,0.9326983998549221,-0.0038116001450778647,0.0,False
0.01,0.08,0.45,0.92736,0.9285266964845948,0.9242414295197489,-0.003118570480251104,0.0,False
0.01,0.09,0.45,0.9181900000000001,0.9201852997190645,0.9159834467218738,-0.0022065532781262442,0.0,False
0.01,0.1,0.45,0.91,0.9120449004659565,0.907924451461297,-0.0020755485387030648,0.0,False
0.01,0.11,0.45,0.9021,0.904105498725271,0.9000644437380183,-0.002035556261981708,0.0,False
0.01,0.12,0.45,0.8944,0.8963670944970079,0.8924034235520378,-0.0019965764479621395,0.0,False
0.01,0.13,0.45,0.8869,0.8888296877811672,0.8849413909033556,-0.0019586090966444702,0.0,False
0.01,0.14,0.45,0.8795999999999999,0.881493278577749,0.8776783457919715,-0.0019216542080284782,0.0,False
0.01,0.15,0.45,0.8724999999999999,0.8743578668867531,0.8706142882178856,-0.0018857117821143854,0.0,False
0.01,0.16,0.45,0.8655999999999999,0.8674234527081797,0.8637492181810978,-0.0018507818189020808,0.0,False
0.01,0.17,0.45,0.8589,0.8606900360420288,0.8570831356816084,-0.0018168643183915645,0.0,False
0.01,0.18,0.45,0.8524,0.8541576168883003,0.8506160407194173,-0.0017839592805827253,0.0,False
0.01,0.19,0.45,0.8461000000000001,0.8478261952469941,0.8443479332945242,-0.0017520667054758965,0.0,False
0.01,0.2,0.45,0.8400000000000001,0.8416957711181103,0.8382788134069292,-0.0017211865930708559,0.0,False
0.01,0.21,0.45,0.8341000000000001,0.835766344501649,0.8324086810566325,-0.0016913189433676035,0.0,False
0.01,0.22,0.45,0.8284,0.8300379153976101,0.826737536243634,-0.0016624637563660283,0.0,False
0.01,0.23,0.45,0.8229,0.8245104838059936,0.8212653789679336,-0.0016346210320663523,0.0,False
0.01,0.24,0.45,0.8176,0.8191840497267995,0.8159922092295315,-0.0016077907704684646,0.0,False
0.01,0.25,0.45,0.8125,0.8140586131600278,0.8109180270284275,-0.0015819729715724762,0.0,False
0.01,0.26,0.45,0.8076,0.8091341741056786,0.8060428323646218,-0.001557167635378165,0.0,False
0.01,0.27,0.45,0.8029,0.8044107325637517,0.8013666252381142,-0.001533374761885753,0.0,False
0.01,0.28,0.45,0.7984,0.7998882885342473,0.7968894056489049,-0.0015105943510951292,0.0,False
0.01,0.29,0.45,0.7941,0.7955668420171653,0.7926111735969936,-0.0014888264030064047,0.0,False
0.01,0.3,0.45,0.79,0.7914463930125057,0.7885319290823807,-0.0014680709176193574,0.0,False
0.01,0.31,0.45,0.7861,0.7875269415202686,0.7846516721050659,-0.0014483278949340983,0.0,False
0.01,0.32,0.45,0.7824,0.7838084875404538,0.7809704026650494,-0.0014295973349506275,0.0,False
0.01,0.33,0.45,0.7788999999999999,0.7802910310730615,0.7774881207623309,-0.0014118792376690559,0.0,False
0.01,0.34,0.45,0.7756,0.7769745721180916,0.7742048263969107,-0.0013951736030892725,0.0,False
0.01,0.35,0.45,0.7725,0.7738591106755442,0.7711205195687888,-0.0013794804312111664,0.0,False
0.01,0.36,0.45,0.7696000000000001,0.7709446467454192,0.768235200277965,-0.0013647997220350705,0.0,False
0.01,0.37,0.45,0.7669,0.7682311803277165,0.7655488685244394,-0.0013511314755606518,0.0,False
0.01,0.38,0.45,0.7644,0.7657187114224364,0.7630615243082121,-0.0013384756917879104,0.0,False
0.01,0.39,0.45,0.7621,0.7634072400295785,0.7607731676292827,-0.0013268323707172902,0.0,False
0.01,0.4,0.45,0.76,0.7612967661491432,0.7586837984876518,-0.0013162015123482362,0.0,False
0.01,0.41,0.45,0.7581,0.7593872897811302,0.7567934168833189,-0.0013065831166810815,0.0,False
0.01,0.42,0.45,0.7564,0.7576788109255397,0.7551020228162842,-0.001297977183715715,0.0,False
0.01,0.43,0.45,0.7549,0.7561713295823715,0.7536096162865479,-0.0012903837134521368,0.0,False
0.01,0.44,0.45,0.7536,0.7548648457516258,0.7523161972941096,-0.0012838027058904578,0.0,False
0.01,0.45,0.45,0.7525000000000001,0.7537593594333025,0.7512217658389695,-0.001278234161030567,0.0,False
0.01,0.46,0.45,0.7516,0.7528548706274016,0.7503263219211276,-0.0012736780788724644,0.0,False
0.01,0.47,0.45,0.7509,0.7521513793339232,0.749629865540584,-0.001270134459416039,0.0,False
0.01,0.48,0.45,0.7504,0.7516488855528671,0.7491323966973384,-0.001267603302661513,0.0,False
0.01,0.49,0.45,0.7501,0.7513473892842335,0.7488339153913912,-0.0012660846086087751,0.0,False
0.01,0.5,0.45,0.75,0.7512468905280223,0.7487344216227421,-0.0012655783772579365,0.0,False
0.01,0.51,0.45,0.7501,0.7513473892842335,0.7488339153913912,-0.0012660846086087751,0.0,False
0.01,0.52,0.45,0.7504,0.7516488855528671,0.7491323966973384,-0.001267603302661513,0.0,False
0.01,0.53,0.45,0.7509,0.7521513793339232,0.749629865540584,-0.001270134459416039,0.0,False
0.01,0.54,0.45,0.7516,0.7528548706274016,0.7503263219211276,-0.0012736780788724644,0.0,False
0.01,0.55,0.45,0.7525,0.7537593594333025,0.7512217658389695,-0.001278234161030456,0.0,False
0.01,0.56,0.45,0.7536,0.7548648457516258,0.7523161972941096,-0.0012838027058904578,0.0,False
0.01,0.57,0.45,0.7549,0.7561713295823715,0.7536096162865479,-0.0012903837134521368,0.0,False
0.01,0.58,0.45,0.7564,0.7576788109255397,0.7551020228162842,-0.001297977183715715,0.0,False
0.01,0.59,0.45,0.7581,0.7593872897811302,0.7567934168833189,-0.0013065831166810815,0.0,False
0.01,0.6,0.45,0.76,0.7612967661491432,0.7586837984876518,-0.0013162015123482362,0.0,False
0.01,0.61,0.45,0.7621,0.7634072400295785,0.7607731676292827,-0.0013268323707172902,0.0,False
0.01,0.62,0.45,0.7644,0.7657187114224364,0.7630615243082121,-0.0013384756917879104,0.0,False
0.01,0.63,0.45,0.7669,0.7682311803277166,0.7655488685244395,-0.0013511314755605408,0.0,False
0.01,0.64,0.45,0.7696000000000001,0.7709446467454192,0.768235200277965,-0.0013647997220350705,0.0,False
0.01,0.65,0.45,0.7725,0.7738591106755444,0.7711205195687889,-0.0013794804312110553,0.0,False
0.01,0.66,0.45,0.7756000000000001,0.7769745721180917,0.7742048263969108,-0.0013951736030892725,0.0,False
0.01,0.67,0.45,0.7789,0.7802910310730616,0.777488120762331,-0.0014118792376690559,0.0,False
0.01,0.68,0.45,0.7824,0.783808487540454,0.7809704026650495,-0.0014295973349505164,0.0,False
0.01,0.69,0.45,0.7861,0.7875269415202686,0.7846516721050659,-0.0014483278949340983,0.0,False
0.01,0.7,0.45,0.79,0.7914463930125057,0.7885319290823807,-0.0014680709176193574,0.0,False
0.01,0.71,0.45,0.7941,0.7955668420171653,0.7926111735969936,-0.0014888264030064047,0.0,False
0.01,0.72,0.45,0.7984,0.7998882885342473,0.7968894056489049,-0.0015105943510951292,0.0,False
0.01,0.73,0.45,0.8029,0.8044107325637517,0.8013666252381142,-0.001533374761885753,0.0,False
0.01,0.74,0.45,0.8076,0.8091341741056786,0.8060428323646218,-0.001557167635378165,0.0,False
0.01,0.75,0.45,0.8125,0.8140586131600278,0.8109180270284275,-0.0015819729715724762,0.0,False
0.01,0.76,0.45,0.8176,0.8191840497267995,0.8159922092295315,-0.0016077907704684646,0.0,False
0.01,0.77,0.45,0.8229,0.8245104838059936,0.8212653789679336,-0.0016346210320663523,0.0,False
0.01,0.78,0.45,0.8284,0.8300379153976101,0.826737536243634,-0.0016624637563660283,0.0,False
0.01,0.79,0.45,0.8341000000000001,0.835766344501649,0.8324086810566325,-0.0016913189433676035,0.0,False
0.01,0.8,0.45,0.8400000000000001,0.8416957711181103,0.8382788134069292,-0.0017211865930708559,0.0,False
0.01,0.81,0.45,0.8461000000000001,0.8478261952469941,0.8443479332945242,-0.0017520667054758965,0.0,False
0.01,0.82,0.45,0.8523999999999999,0.8541576168883,0.8506160407194171,-0.0017839592805828364,0.0,False
0.01,0.83,0.45,0.8589,0.8606900360420288,0.8570831356816084,-0.0018168643183915645,0.0,False
0.01,0.84,0.45,0.8655999999999999,0.8674234527081797,0.8637492181810978,-0.0018507818189020808,0.0,False
0.01,0.85,0.45,0.8724999999999999,0.8743578668867531,0.8706142882178856,-0.0018857117821143854,0.0,False
0.01,0.86,0.45,0.8795999999999999,0.881493278577749,0.8776783457919715,-0.0019216542080284782,0.0,False
0.01,0.87,0.45,0.8869,0.8888296877811672,0.8849413909033556,-0.0019586090966444702,0.0,False
0.01,0.88,0.45,0.8944,0.8963670944970079,0.8924034235520378,-0.0019965764479621395,0.0,False
0.01,0.89,0.45,0.9021,0.904105498725271,0.9000644437380183,-0.002035556261981708,0.0,False
0.01,0.9,0.45,0.91,0.9120449004659565,0.907924451461297,-0.0020755485387030648,0.0,False
0.01,0.91,0.45,0.9181900000000001,0.9201852997190645,0.9159834467218738,-0.0022065532781262442,0.0,False
0.01,0.92,0.45,0.92736,0.9285266964845948,0.9242414295197489,-0.003118570480251104,0.0,False
0.01,0.93,0.45,0.9365100000000001,0.9370690907625476,0.9326983998549222,-0.0038116001450778647,0.0,False
0.01,0.94,0.45,0.94564,0.9458124825529227,0.9413543577273935,-0.004285642272606527,0.0,False
0.01,0.95,0.45,0.95475,0.9547568718557202,0.950209303137163,-0.004540696862836979,0.0,False
0.01,0.96,0.45,0.96384,0.96384,0.9592016,-0.0046384000000000425,0.0,False
0.01,0.97,0.45,0.9729099999999999,0.9729099999999999,0.9681808999999999,-0.004729100000000042,0.0,False
0.01,0.98,0.45,0.9819599999999999,0.9819599999999999,0.9771403999999999,-0.004819600000000035,0.0,False
0.01,0.99,0.45,0.99099,0.99099,0.9860801,-0.004909900000000023,0.0,False
0.01,1.0,0.45,1.0,1.0,0.995,-0.0050000000000000044,0.0,False
0.01,0.0,0.46,1.0,1.0,0.995,-0.0050000000000000044,0.0,False
0.01,0.01,0.46,0.990792,0.9907919999999999,0.9858840799999999,-0.0049079200000000656,0.0,False
0.01,0.02,0.46,0.981568,0.981568,0.97675232,-0.004815679999999989,0.0,False
0.01,0.03,0.46,0.972328,0.972328,0.96760472,-0.004723279999999996,0.0,False
0.01,0.04,0.46,0.9630719999999999,0.9630747641407379,0.9584440164993305,-0.004627983500669397,0.0,False
0.01,0.05,0.46,0.9538,0.9539456905842372,0.9494062336783948,-0.004393766321605153,0.0,False
0.01,0.06,0.46,0.944512,0.9450172560070003,0.9405670834469303,-0.003944916553069722,0.0,False
0.01,0.07,0.46,0.9352079999999999,0.9362894604090269,0.9319265658049367,-0.0032814341950632153,0.0,False
0.01,0.08,0.46,0.9264,0.9277623037903178,0.9234846807524146,-0.0029153192475853684,0.0,False
0.01,0.09,0.46,0.9181,0.919435786150872,0.9152414282893633,-0.002858571710636748,0.0,False
0.01,0.1,0.46,0.91,0.9113099074906901,0.9071968084157832,-0.0028031915842168242,0.0,False
0.01,0.11,0.46,0.9021,0.9033846678097719,0.8993508211316742,-0.002749178868325819,0.0,False
0.01,0.12,0.46,0.8944,0.8956600671081175,0.8917034664370364,-0.002696533562963621,0.0,False
0.01,0.13,0.46,0.8869,0.8881361053857268,0.8842547443318696,-0.002645255668130453,0.0,False
0.01,0.14,0.46,0.8795999999999999,0.8808127826425998,0.8770046548161737,-0.002595345183826203,0.0,False
0.01,0.15,0.46,0.8724999999999999,0.8736900988787366,0.8699531978899493,-0.00254680211005065,0.0,False
0.01,0.16,0.46,0.8655999999999999,0.8667680540941373,0.8631003735531959,-0.0024996264468040152,0.0,False
0.01,0.17,0.46,0.8589,0.8600466482888016,0.8564461818059136,-0.00245381819408641,0.0,False
0.01,0.18,0.46,0.8524,0.8535258814627298,0.8499906226481024,-0.0024093773518976125,0.0,False
0.01,0.19,0.46,0.8461000000000001,0.8472057536159217,0.8437336960797625,-0.0023663039202376224,0.0,False
0.01,0.2,0.46,0.8400000000000001,0.8410862647483772,0.8376754021008934,-0.002324597899106662,0.0,False
0.01,0.21,0.46,0.8341000000000001,0.8351674148600965,0.8318157407114956,-0.0022842592885045088,0.0,False
0.01,0.22,0.46,0.8284,0.8294492039510796,0.8261547119115688,-0.0022452880884312743,0.0,False
0.01,0.23,0.46,0.8229,0.8239316320213264,0.8206923157011131,-0.0022076842988868473,0.0,False
0.01,0.24,0.46,0.8176,0.818614699070837,0.8154285520801285,-0.00217144791987145,0.0,False
0.01,0.25,0.46,0.8125,0.8134984050996112,0.8103634210486151,-0.00213657895138486,0.0,False
0.01,0.26,0.46,0.8076,0.8085827501076495,0.805496922606573,-0.0021030773934269664,0.0,False
0.01,0.27,0.46,0.8029,0.8038677340949512,0.8008290567540016,-0.0020709432459983246,0.0,False
0.01,0.28,0.46,0.7984,0.7993533570615168,0.7963598234909016,-0.0020401765090983792,0.0,False
0.01,0.29,0.46,0.7941,0.7950396190073462,0.7920892228172728,-0.0020107771827272414,0.0,False
0.01,0.3,0.46,0.79,0.7909265199324392,0.7880172547331148,-0.001982745266885244,0.0,False
0.01,0.31,0.46,0.7861,0.7870140598367961,0.7841439192384281,-0.0019560807615719433,0.0,False
0.01,0.32,0.46,0.7824,0.7833022387204167,0.7804692163332125,-0.00193078366678745,0.0,False
0.01,0.33,0.46,0.7788999999999999,0.7797910565833011,0.776993146017468,-0.0019068539825318753,0.0,False
0.01,0.34,0.46,0.7756,0.7764805134254491,0.7737157082911946,-0.0018842917088053301,0.0,False
0.01,0.35,0.46,0.7725,0.7733706092468611,0.7706369031543925,-0.0018630968456074815,0.0,False
0.01,0.36,0.46,0.7696000000000001,0.7704613440475366,0.7677567306070613,-0.0018432693929387733,0.0,False
0.01,0.37,0.46,0.7669,0.767752717827476,0.7650751906492013,-0.0018248093507987617,0.0,False
0.01,0.38,0.46,0.7644,0.7652447305866792,0.7625922832808124,-0.0018077167191875576,0.0,False
0.01,0.39,0.46,0.7621,0.762937382325146,0.7603080085018945,-0.001791991498105494,0.0,False
0.01,0.4,0.46,0.76,0.7608306730428767,0.7582223663124479,-0.001777633687552127,0.0,False
0.01,0.41,0.46,0.7581,0.7589246027398711,0.7563353567124723,-0.0017646432875276785,0.0,False
0.01,0.42,0.46,0.7564,0.7572191714161292,0.7546469797019678,-0.0017530202980321485,0.0,False
0.01,0.43,0.46,0.7549,0.755714379071651,0.7531572352809345,-0.001742764719065537,0.0,False
0.01,0.44,0.46,0.7536,0.7544102257064366,0.7518661234493722,-0.0017338765506278442,0.0,False
0.01,0.45,0.46,0.7525000000000001,0.753306711320486,0.7507736442072811,-0.0017263557927189588,0.0,False
0.01,0.46,0.46,0.7516,0.7524038359137991,0.7498797975546612,-0.001720202445338881,0.0,False
0.01,0.47,0.46,0.7509,0.7517015994863759,0.7491845834915122,-0.0017154165084878326,0.0,False
0.01,0.48,0.46,0.7504,0.7512000020382166,0.7486880020178344,-0.0017119979821655917,0.0,False
0.01,0.49,0.46,0.7501,0.7508990435693209,0.7483900531336277,-0.0017099468663722694,0.0,False
0.01,0.5,0.46,0.75,0.7507987240796891,0.7482907368388921,-0.0017092631611078657,0.0,False
0.01,0.51,0.46,0.7501,0.7508990435693209,0.7483900531336277,-0.0017099468663722694,0.0,False
0.01,0.52,0.46,0.7504,0.7512000020382166,0.7486880020178344,-0.0017119979821655917,0.0,False
0.01,0.53,0.46,0.7509,0.7517015994863759,0.7491845834915122,-0.0017154165084878326,0.0,False
0.01,0.54,0.46,0.7516,0.752403835913799,0.749879797554661,-0.001720202445338992,0.0,False
0.01,0.55,0.46,0.7525,0.7533067113204859,0.750773644207281,-0.0017263557927189588,0.0,False
0.01,0.56,0.46,0.7536,0.7544102257064366,0.7518661234493722,-0.0017338765506278442,0.0,False
0.01,0.57,0.46,0.7549,0.755714379071651,0.7531572352809345,-0.001742764719065537,0.0,False
0.01,0.58,0.46,0.7564,0.757219171416129,0.7546469797019677,-0.0017530202980322596,0.0,False
0.01,0.59,0.46,0.7581,0.758924602739871,0.7563353567124722,-0.0017646432875277895,0.0,False
0.01,0.6,0.46,0.76,0.7608306730428767,0.7582223663124479,-0.001777633687552127,0.0,False
0.01,0.61,0.46,0.7621,0.762937382325146,0.7603080085018945,-0.001791991498105494,0.0,False
0.01,0.62,0.46,0.7644,0.7652447305866792,0.7625922832808124,-0.0018077167191875576,0.0,False
0.01,0.63,0.46,0.7669,0.767752717827476,0.7650751906492013,-0.0018248093507987617,0.0,False
0.01,0.64,0.46,0.7696000000000001,0.7704613440475366,0.7677567306070613,-0.0018432693929387733,0.0,False
0.01,0.65,0.46,0.7725,0.7733706092468611,0.7706369031543925,-0.0018630968456074815,0.0,False
0.01,0.66,0.46,0.7756000000000001,0.7764805134254492,0.7737157082911947,-0.0018842917088053301,0.0,False
0.01,0.67,0.46,0.7789,0.7797910565833011,0.776993146017468,-0.0019068539825319863,0.0,False
0.01,0.68,0.46,0.7824,0.7833022387204167,0.7804692163332125,-0.00193078366678745,0.0,False
0.01,0.69,0.46,0.7861,0.7870140598367961,0.7841439192384281,-0.0019560807615719433,0.0,False
0.01,0.7,0.46,0.79,0.7909265199324393,0.7880172547331149,-0.001982745266885133,0.0,False
0.01,0.71,0.46,0.7941,0.7950396190073461,0.7920892228172727,-0.0020107771827273524,0.0,False
0.01,0.72,0.46,0.7984,0.7993533570615168,0.7963598234909016,-0.0020401765090983792,0.0,False
0.01,0.73,0.46,0.8029,0.8038677340949512,0.8008290567540016,-0.0020709432459983246,0.0,False
0.01,0.74,0.46,0.8076,0.8085827501076495,0.805496922606573,-0.0021030773934269664,0.0,False
0.01,0.75,0.46,0.8125,0.8134984050996112,0.8103634210486151,-0.00213657895138486,0.0,False
0.01,0.76,0.46,0.8176,0.818614699070837,0.8154285520801285,-0.00217144791987145,0.0,False
0.01,0.77,0.46,0.8229,0.8239316320213264,0.8206923157011131,-0.0022076842988868473,0.0,False
0.01,0.78,0.46,0.8284,0.8294492039510796,0.8261547119115688,-0.0022452880884312743,0.0,False
0.01,0.79,0.46,0.8341000000000001,0.8351674148600965,0.8318157407114956,-0.0022842592885045088,0.0,False
0.01,0.8,0.46,0.8400000000000001,0.8410862647483772,0.8376754021008934,-0.002324597899106662,0.0,False
0.01,0.81,0.46,0.8461000000000001,0.8472057536159217,0.8437336960797625,-0.0023663039202376224,0.0,False
0.01,0.82,0.46,0.8523999999999999,0.8535258814627297,0.8499906226481023,-0.0024093773518976125,0.0,False
0.01,0.83,0.46,0.8589,0.8600466482888016,0.8564461818059136,-0.00245381819408641,0.0,False
0.01,0.84,0.46,0.8655999999999999,0.8667680540941373,0.8631003735531959,-0.0024996264468040152,0.0,False
0.01,0.85,0.46,0.8724999999999999,0.8736900988787366,0.8699531978899493,-0.00254680211005065,0.0,False
0.01,0.86,0.46,0.8795999999999999,0.8808127826425998,0.8770046548161737,-0.002595345183826203,0.0,False
0.01,0.87,0.46,0.8869,0.8881361053857268,0.8842547443318696,-0.002645255668130453,0.0,False
0.01,0.88,0.46,0.8944,0.8956600671081174,0.8917034664370362,-0.002696533562963732,0.0,False
0.01,0.89,0.46,0.9021,0.9033846678097719,0.8993508211316742,-0.002749178868325819,0.0,False
0.01,0.9,0.46,0.91,0.9113099074906901,0.9071968084157832,-0.0028031915842168242,0.0,False
0.01,0.91,0.46,0.9181,0.919435786150872,0.9152414282893633,-0.002858571710636748,0.0,False
0.01,0.92,0.46,0.9264,0.9277623037903178,0.9234846807524146,-0.0029153192475853684,0.0,False
0.01,0.93,0.46,0.935208,0.936289460409027,0.9319265658049368,-0.0032814341950632153,0.0,False
0.01,0.94,0.46,0.944512,0.9450172560070003,0.9405670834469303,-0.003944916553069722,0.0,False
0.01,0.95,0.46,0.9538,0.9539456905842372,0.9494062336783948,-0.004393766321605153,0.0,False
0.01,0.96,0.46,0.9630719999999999,0.9630747641407379,0.9584440164993305,-0.004627983500669397,0.0,False
0.01,0.97,0.46,0.972328,0.972328,0.96760472,-0.004723279999999996,0.0,False
0.01,0.98,0.46,0.981568,0.981568,0.97675232,-0.004815679999999989,0.0,False
0.01,0.99,0.46,0.990792,0.990792,0.98588408,-0.0049079199999999545,0.0,False
0.01,1.0,0.46,1.0,1.0,0.995,-0.0050000000000000044,0.0,False
0.01,0.0,0.47,1.0,1.0,0.995,-0.0050000000000000044,0.0,False
0.01,0.01,0.47,0.990594,0.990594,0.98568806,-0.0049059399999999975,0.0,False
0.01,0.02,0.47,0.9811759999999999,0.981176,0.97636424,-0.004811759999999943,0.0,False
0.01,0.03,0.47,0.971746,0.9717468585120626,0.9670293899269419,-0.004716610073058125,0.0,False
0.01,0.04,0.47,0.962304,0.9624301335510046,0.9578058322154945,-0.0044981677845055135,0.0,False
0.01,0.05,0.47,0.95285,0.9533137682665286,0.9487806305838633,-0.00406936941613667,0.0,False
0.01,0.06,0.47,0.9436,0.9443977626586344,0.9399537850320481,-0.003646214967951922,0.0,False
0.01,0.07,0.47,0.9349,0.9356821167273222,0.931325295560049,-0.003574704439951004,0.0,False
0.01,0.08,0.47,0.9264,0.9271668304725919,0.9228951621678659,-0.0035048378321340667,0.0,False
0.01,0.09,0.47,0.9181,0.9188519038944434,0.9146633848554989,-0.0034366151445011095,0.0,False
0.01,0.1,0.47,0.91,0.9107373369928768,0.9066299636229481,-0.0033700363770519104,0.0,False
0.01,0.11,0.47,0.9021,0.9028231297678921,0.8987948984702132,-0.0033051015297868025,0.0,False
0.01,0.12,0.47,0.8944,0.8951092822194893,0.8911581893972944,-0.0032418106027055638,0.0,False
0.01,0.13,0.47,0.8869,0.8875957943476684,0.8837198364041917,-0.003180163595808305,0.0,False
0.01,0.14,0.47,0.8795999999999999,0.8802826661524292,0.8764798394909049,-0.003120160509095027,0.0,False
0.01,0.15,0.47,0.8724999999999999,0.8731698976337721,0.8694381986574343,-0.0030618013425656176,0.0,False
0.01,0.16,0.47,0.8655999999999999,0.866257488791697,0.86259491390378,-0.0030050860962199666,0.0,False
0.01,0.17,0.47,0.8589,0.8595454396262036,0.8559499852299415,-0.0029500147700585178,0.0,False
0.01,0.18,0.47,0.8524,0.8530337501372922,0.8495034126359193,-0.002896587364080716,0.0,False
0.01,0.19,0.47,0.8461000000000001,0.8467224203249626,0.843255196121713,-0.0028448038782871166,0.0,False
