p,beta,classical_value,quantum_value,ideal_gap,robustness,classical_oracle_abs_error
0.89,0.21,0.946782,0.946782,0.0,0.0,0.0
0.9,0.21,0.9522,0.9522,0.0,0.0,0.0
0.91,0.21,0.9575020000000001,0.9575020000000001,0.0,0.0,0.0
0.92,0.21,0.962688,0.962688,0.0,0.0,0.0
0.93,0.21,0.9677580000000001,0.9677580000000001,0.0,0.0,0.0
0.94,0.21,0.972712,0.972712,0.0,0.0,0.0
0.95,0.21,0.97755,0.97755,0.0,0.0,0.0
0.96,0.21,0.982272,0.982272,0.0,0.0,0.0
0.97,0.21,0.9868779999999999,0.986878,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.98,0.21,0.991368,0.991368,0.0,0.0,1.1102230246251565e-16
0.99,0.21,0.995742,0.995742,0.0,0.0,0.0
1.0,0.21,1.0,1.0,0.0,0.0,0.0
0.0,0.22,1.0,1.0,0.0,0.0,0.0
0.01,0.22,0.995544,0.995544,0.0,0.0,0.0
0.02,0.22,0.990976,0.990976,0.0,0.0,1.1102230246251565e-16
0.03,0.22,0.9862960000000001,0.9862960000000001,0.0,0.0,1.1102230246251565e-16
0.04,0.22,0.9815039999999999,0.9815039999999999,0.0,0.0,0.0
0.05,0.22,0.9765999999999999,0.9766,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.06,0.22,0.971584,0.971584,0.0,0.0,0.0
0.07,0.22,0.966456,0.966456,0.0,0.0,1.1102230246251565e-16
0.08,0.22,0.9612160000000001,0.9612160000000001,0.0,0.0,0.0
0.09,0.22,0.955864,0.955864,0.0,0.0,0.0
0.1,0.22,0.9504,0.9504000000000001,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.11,0.22,0.944824,0.9448240000000001,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.12,0.22,0.939136,0.939136,0.0,0.0,0.0
0.13,0.22,0.9333359999999999,0.933336,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.14,0.22,0.927424,0.927424,0.0,0.0,1.1102230246251565e-16
0.15,0.22,0.9214,0.9214,0.0,0.0,0.0
0.16,0.22,0.915264,0.915264,0.0,0.0,0.0
0.17,0.22,0.909016,0.909016,0.0,0.0,1.1102230246251565e-16
0.18,0.22,0.9026560000000001,0.902656,-1.1102230246251565e-16,0.0,0.0
0.19,0.22,0.8961840000000001,0.8961840000000001,0.0,0.0,0.0
0.2,0.22,0.8896000000000001,0.8896000000000001,0.0,0.0,1.1102230246251565e-16
0.21,0.22,0.8829040000000001,0.8829199958424737,1.5995842473581767e-05,4.177332771141616e-05,0.0
0.22,0.22,0.876096,0.8763870895979298,0.0002910895979297834,0.0007733782745862398,0.0
0.23,0.22,0.869176,0.8700834081338962,0.0009074081338962259,0.002451901690139877,0.0
0.24,0.22,0.862144,0.864008951450373,0.0018649514503730202,0.005123367002218563,0.0
0.25,0.22,0.855,0.8581637195473601,0.0031637195473601665,0.008833165881118304,0.0
0.26,0.22,0.847744,0.8525477124248575,0.0048037124248574425,0.013625708678740363,1.1102230246251565e-16
0.27,0.22,0.840376,0.8471609300828651,0.0067849300828650705,0.01954404858071313,0.0
0.28,0.22,0.832896,0.8420033725213831,0.009107372521383161,0.02662948161662862,1.1102230246251565e-16
0.29,0.22,0.825304,0.8370750397404115,0.011771039740411493,0.03492112542499918,0.0
0.3,0.22,0.8176,0.8323759317399502,0.014775931739950177,0.044455480463341183,1.1102230246251565e-16
0.31,0.22,0.809784,0.827906048519999,0.0181220485199991,0.055265978172079476,1.1102230246251565e-16
0.32,0.22,0.8018559999999999,0.8236653900805584,0.02180939008055849,0.06738252142167644,0.0
0.33,0.22,0.793816,0.8196539564216279,0.025837956421627895,0.0808310233693691,1.1102230246251565e-16
0.34,0.22,0.7856639999999999,0.8158717475432078,0.030207747543207875,0.09563295159557056,1.1102230246251565e-16
0.35,0.22,0.7774000000000001,0.812318763445298,0.03491876344529787,0.11180488504788098,1.1102230246251565e-16
0.36,0.22,0.7696000000000001,0.8089950041278985,0.039395004127898425,0.12749398405027978,0.0
0.37,0.22,0.7669,0.8059004695910092,0.039000469591009224,0.12749398405027976,1.1102230246251565e-16
0.38,0.22,0.7644,0.8030351598346304,0.038635159834630395,0.12749398405027992,0.0
0.39,0.22,0.7621,0.8003990748587618,0.03829907485876183,0.12749398405027992,0.0
0.4,0.22,0.76,0.7979922146634036,0.037992214663403634,0.12749398405028012,0.0
0.41,0.22,0.7581,0.7958145792485557,0.0377145792485557,0.12749398405028017,0.0
0.42,0.22,0.7564,0.793866168614218,0.03746616861421803,0.1274939840502801,1.1102230246251565e-16
0.43,0.22,0.7549,0.7921469827603906,0.03724698276039062,0.12749398405027984,0.0
0.44,0.22,0.7536,0.7906570216870736,0.03705702168707359,0.12749398405027978,0.0
0.45,0.22,0.7525000000000001,0.789396285394267,0.036896285394266926,0.1274939840502799,0.0
0.46,0.22,0.7516,0.7883647738819706,0.036764773881970525,0.1274939840502799,0.0
0.47,0.22,0.7509,0.7875624871501845,0.0366624871501845,0.1274939840502801,0.0
0.48,0.22,0.7504,0.7869894251989087,0.03658942519890873,0.12749398405028015,0.0
0.49,0.22,0.7501,0.7866455880281432,0.03654558802814323,0.12749398405028,0.0
0.5,0.22,0.75,0.7865309756378881,0.0365309756378881,0.1274939840502801,0.0
0.51,0.22,0.7501,0.7866455880281432,0.03654558802814323,0.12749398405028,0.0
0.52,0.22,0.7504,0.7869894251989087,0.03658942519890873,0.12749398405028015,1.1102230246251565e-16
0.53,0.22,0.7509,0.7875624871501845,0.0366624871501845,0.1274939840502801,0.0
0.54,0.22,0.7516,0.7883647738819706,0.036764773881970525,0.1274939840502799,0.0
0.55,0.22,0.7525,0.7893962853942669,0.036896285394266926,0.12749398405027995,0.0
0.56,0.22,0.7536,0.7906570216870736,0.03705702168707359,0.12749398405027978,0.0
0.57,0.22,0.7549,0.7921469827603906,0.03724698276039062,0.12749398405027984,0.0
0.58,0.22,0.7564,0.793866168614218,0.03746616861421803,0.1274939840502801,0.0
0.59,0.22,0.7581,0.7958145792485556,0.03771457924855559,0.12749398405027984,0.0
0.6,0.22,0.76,0.7979922146634036,0.037992214663403634,0.12749398405028012,0.0
0.61,0.22,0.7621,0.8003990748587618,0.03829907485876183,0.12749398405027992,0.0
0.62,0.22,0.7644,0.8030351598346304,0.038635159834630395,0.12749398405027992,0.0
0.63,0.22,0.7669,0.8059004695910092,0.039000469591009224,0.12749398405027976,0.0
0.64,0.22,0.7696000000000001,0.8089950041278985,0.039395004127898425,0.12749398405027978,0.0
0.65,0.22,0.7774000000000001,0.812318763445298,0.03491876344529787,0.11180488504788098,0.0
0.66,0.22,0.785664,0.8158717475432078,0.030207747543207764,0.09563295159557021,0.0
0.67,0.22,0.7938160000000001,0.819653956421628,0.025837956421627895,0.08083102336936908,0.0
0.68,0.22,0.8018560000000001,0.8236653900805584,0.021809390080558266,0.06738252142167576,0.0
0.69,0.22,0.809784,0.827906048519999,0.0181220485199991,0.055265978172079476,0.0
0.7,0.22,0.8176,0.8323759317399502,0.014775931739950177,0.044455480463341183,0.0
0.71,0.22,0.825304,0.8370750397404115,0.011771039740411493,0.03492112542499918,0.0
0.72,0.22,0.832896,0.8420033725213831,0.009107372521383161,0.02662948161662862,0.0
0.73,0.22,0.840376,0.8471609300828651,0.0067849300828650705,0.01954404858071313,0.0
0.74,0.22,0.847744,0.8525477124248575,0.0048037124248574425,0.013625708678740363,0.0
0.75,0.22,0.855,0.8581637195473601,0.0031637195473601665,0.008833165881118304,0.0
0.76,0.22,0.862144,0.864008951450373,0.0018649514503730202,0.005123367002218563,0.0
0.77,0.22,0.869176,0.8700834081338962,0.0009074081338962259,0.002451901690139877,0.0
0.78,0.22,0.876096,0.8763870895979298,0.0002910895979297834,0.0007733782745862398,0.0
0.79,0.22,0.8829040000000001,0.8829199958424736,1.5995842473470745e-05,4.1773327711126236e-05,0.0
0.8,0.22,0.8896000000000001,0.8896000000000002,1.1102230246251565e-16,0.0,0.0
0.81,0.22,0.8961840000000001,0.8961840000000001,0.0,0.0,0.0
0.82,0.22,0.9026559999999999,0.902656,1.1102230246251565e-16,0.0,0.0
0.83,0.22,0.909016,0.909016,0.0,0.0,0.0
0.84,0.22,0.915264,0.915264,0.0,0.0,0.0
0.85,0.22,0.9214,0.9214,0.0,0.0,0.0
0.86,0.22,0.927424,0.927424,0.0,0.0,1.1102230246251565e-16
0.87,0.22,0.9333359999999999,0.933336,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.88,0.22,0.939136,0.939136,0.0,0.0,0.0
0.89,0.22,0.944824,0.9448240000000001,1.1102230246251565e-16,0.0,0.0
0.9,0.22,0.9504,0.9504000000000001,1.1102230246251565e-16,0.0,0.0
0.91,0.22,0.955864,0.955864,0.0,0.0,0.0
0.92,0.22,0.9612160000000001,0.961216,-1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.93,0.22,0.966456,0.9664560000000001,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.94,0.22,0.971584,0.971584,0.0,0.0,0.0
0.95,0.22,0.9766,0.9766,0.0,0.0,0.0
0.96,0.22,0.9815039999999999,0.981504,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.97,0.22,0.9862960000000001,0.9862960000000001,0.0,0.0,1.1102230246251565e-16
0.98,0.22,0.990976,0.990976,0.0,0.0,0.0
0.99,0.22,0.995544,0.995544,0.0,0.0,0.0
1.0,0.22,1.0,1.0,0.0,0.0,0.0
0.0,0.23,1.0,1.0,0.0,0.0,0.0
0.01,0.23,0.9953460000000001,0.995346,-1.1102230246251565e-16,0.0,0.0
0.02,0.23,0.9905839999999999,0.9905839999999999,0.0,0.0,0.0
0.03,0.23,0.985714,0.985714,0.0,0.0,1.1102230246251565e-16
0.04,0.23,0.980736,0.980736,0.0,0.0,0.0
0.05,0.23,0.9756499999999999,0.9756499999999999,0.0,0.0,1.1102230246251565e-16
0.06,0.23,0.970456,0.970456,0.0,0.0,0.0
0.07,0.23,0.965154,0.9651539999999998,-1.1102230246251565e-16,0.0,0.0
0.08,0.23,0.959744,0.959744,0.0,0.0,1.1102230246251565e-16
0.09,0.23,0.954226,0.954226,0.0,0.0,0.0
0.1,0.23,0.9486000000000001,0.9486000000000001,0.0,0.0,0.0
0.11,0.23,0.942866,0.942866,0.0,0.0,0.0
0.12,0.23,0.937024,0.937024,0.0,0.0,1.1102230246251565e-16
0.13,0.23,0.931074,0.931074,0.0,0.0,1.1102230246251565e-16
0.14,0.23,0.925016,0.9250160000000001,1.1102230246251565e-16,0.0,0.0
0.15,0.23,0.91885,0.91885,0.0,0.0,0.0
0.16,0.23,0.9125759999999999,0.9125759999999999,0.0,0.0,0.0
0.17,0.23,0.9061939999999999,0.9061939999999999,0.0,0.0,1.1102230246251565e-16
0.18,0.23,0.8997040000000001,0.8997040000000001,0.0,0.0,0.0
0.19,0.23,0.8931060000000001,0.8931060000000001,0.0,0.0,1.1102230246251565e-16
0.2,0.23,0.8864000000000001,0.8864000000000001,0.0,0.0,0.0
0.21,0.23,0.879586,0.8796999096602474,0.00011390966024737992,0.0002999991765847546,0.0
0.22,0.23,0.8726640000000001,0.8732219405340474,0.0005579405340473409,0.001494929620828233,0.0
0.23,0.23,0.865634,0.8669712685701703,0.001337268570170247,0.003644068854165736,0.0
0.24,0.23,0.858496,0.8609478937686159,0.002451893768615876,0.006792929979493528,0.0
0.25,0.23,0.8512500000000001,0.8551518161293843,0.003901816129384228,0.010986333033315445,0.0
0.26,0.23,0.843896,0.8495830356524756,0.005687035652475636,0.01626805385982511,0.0
0.27,0.23,0.8364339999999999,0.8442415523378897,0.007807552337889767,0.02268044715945935,0.0
0.28,0.23,0.828864,0.8391273661856264,0.010263366185626399,0.030264045927831704,0.0
0.29,0.23,0.821186,0.8342404771956862,0.013054477195686198,0.03905714025187696,0.0
0.3,0.23,0.8133999999999999,0.8295808853680686,0.01618088536806872,0.0490953392215033,0.0
0.31,0.23,0.8055059999999999,0.8251485907027739,0.019642590702773965,0.06041112052898217,1.1102230246251565e-16
0.32,0.23,0.797504,0.820943593199802,0.023439593199802045,0.0730333731423323,0.0
0.33,0.23,0.7893939999999999,0.8169658928591528,0.027571892859152847,0.08698693922694299,0.0
0.34,0.23,0.7811759999999999,0.8132154896808266,0.032039489680826705,0.10229216222184812,0.0
0.35,0.23,0.77285,0.8096923836648231,0.036842383664823064,0.11896444862104584,0.0
0.36,0.23,0.7696000000000001,0.8063965748111424,0.03679657481114229,0.12009460234280711,0.0
0.37,0.23,0.7669,0.8033280631197846,0.036428063119784526,0.12009460234280746,1.1102230246251565e-16
0.38,0.23,0.7644,0.8004868485907495,0.03608684859074951,0.12009460234280765,1.1102230246251565e-16
0.39,0.23,0.7621,0.7978729312240371,0.03577293122403713,0.1200946023428073,0.0
0.4,0.23,0.76,0.7954863110196477,0.03548631101964772,0.12009460234280746,0.0
0.41,0.23,0.7581,0.7933269879775812,0.03522698797758117,0.12009460234280779,2.220446049250313e-16
0.42,0.23,0.7564,0.7913949620978373,0.03499496209783737,0.12009460234280794,1.1102230246251565e-16
0.43,0.23,0.7549,0.7896902333804162,0.0347902333804162,0.12009460234280755,0.0
0.44,0.23,0.7536,0.788212801825318,0.03461280182531801,0.12009460234280768,1.1102230246251565e-16
0.45,0.23,0.7525000000000001,0.7869626674325425,0.03446266743254245,0.12009460234280729,0.0
0.46,0.23,0.7516,0.7859398302020899,0.03433983020208986,0.12009460234280742,0.0
0.47,0.23,0.7509,0.78514429013396,0.03424429013396002,0.12009460234280737,0.0
0.48,0.23,0.7504,0.7845760472281531,0.03417604722815315,0.12009460234280783,0.0
0.49,0.23,0.7501,0.7842351014846689,0.03413510148466892,0.12009460234280775,0.0
0.5,0.23,0.75,0.7841214529035074,0.03412145290350743,0.12009460234280749,0.0
0.51,0.23,0.7501,0.7842351014846689,0.03413510148466892,0.12009460234280775,0.0
0.52,0.23,0.7504,0.7845760472281531,0.03417604722815315,0.12009460234280783,0.0
0.53,0.23,0.7509,0.78514429013396,0.03424429013396002,0.12009460234280737,0.0
0.54,0.23,0.7516,0.7859398302020899,0.03433983020208986,0.12009460234280742,0.0
0.55,0.23,0.7525,0.7869626674325425,0.03446266743254256,0.12009460234280768,0.0
0.56,0.23,0.7536,0.7882128018253179,0.034612801825317896,0.12009460234280735,0.0
0.57,0.23,0.7549,0.7896902333804162,0.0347902333804162,0.12009460234280755,0.0
0.58,0.23,0.7564,0.7913949620978372,0.03499496209783726,0.12009460234280761,1.1102230246251565e-16
0.59,0.23,0.7581,0.793326987977581,0.03522698797758106,0.12009460234280746,0.0
0.6,0.23,0.76,0.7954863110196477,0.03548631101964772,0.12009460234280746,0.0
0.61,0.23,0.7621,0.7978729312240371,0.03577293122403713,0.1200946023428073,0.0
0.62,0.23,0.7644,0.8004868485907495,0.03608684859074951,0.12009460234280765,0.0
0.63,0.23,0.7669,0.8033280631197846,0.036428063119784526,0.12009460234280746,0.0
0.64,0.23,0.7696000000000001,0.8063965748111424,0.03679657481114229,0.12009460234280711,0.0
0.65,0.23,0.77285,0.8096923836648231,0.036842383664823064,0.11896444862104584,0.0
0.66,0.23,0.7811760000000001,0.8132154896808266,0.03203948968082648,0.10229216222184741,0.0
0.67,0.23,0.789394,0.816965892859153,0.027571892859152958,0.08698693922694328,1.1102230246251565e-16
0.68,0.23,0.797504,0.820943593199802,0.023439593199802045,0.0730333731423323,1.1102230246251565e-16
0.69,0.23,0.8055059999999999,0.8251485907027739,0.019642590702773965,0.06041112052898217,0.0
0.7,0.23,0.8133999999999999,0.8295808853680686,0.01618088536806872,0.0490953392215033,0.0
0.71,0.23,0.821186,0.8342404771956862,0.013054477195686198,0.03905714025187696,0.0
0.72,0.23,0.828864,0.8391273661856264,0.010263366185626399,0.030264045927831704,0.0
0.73,0.23,0.8364339999999999,0.8442415523378897,0.007807552337889767,0.02268044715945935,0.0
0.74,0.23,0.843896,0.8495830356524756,0.005687035652475636,0.01626805385982511,0.0
0.75,0.23,0.8512500000000001,0.8551518161293843,0.003901816129384228,0.010986333033315445,0.0
0.76,0.23,0.858496,0.8609478937686159,0.002451893768615876,0.006792929979493528,0.0
0.77,0.23,0.865634,0.8669712685701703,0.001337268570170247,0.003644068854165736,0.0
0.78,0.23,0.8726640000000001,0.8732219405340474,0.0005579405340473409,0.001494929620828233,1.1102230246251565e-16
0.79,0.23,0.879586,0.8796999096602474,0.00011390966024737992,0.0002999991765847546,1.1102230246251565e-16
0.8,0.23,0.8864000000000001,0.8864000000000001,0.0,0.0,0.0
0.81,0.23,0.8931060000000001,0.8931060000000001,0.0,0.0,0.0
0.82,0.23,0.899704,0.8997040000000001,1.1102230246251565e-16,0.0,0.0
0.83,0.23,0.9061939999999999,0.9061939999999999,0.0,0.0,0.0
0.84,0.23,0.9125759999999999,0.912576,1.1102230246251565e-16,0.0,0.0
0.85,0.23,0.91885,0.91885,0.0,0.0,0.0
0.86,0.23,0.925016,0.9250160000000001,1.1102230246251565e-16,0.0,0.0
0.87,0.23,0.931074,0.931074,0.0,0.0,1.1102230246251565e-16
0.88,0.23,0.937024,0.937024,0.0,0.0,0.0
0.89,0.23,0.942866,0.942866,0.0,0.0,0.0
0.9,0.23,0.9486,0.9486000000000001,1.1102230246251565e-16,0.0,0.0
0.91,0.23,0.954226,0.954226,0.0,0.0,0.0
0.92,0.23,0.9597439999999999,0.959744,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.93,0.23,0.9651540000000001,0.9651540000000001,0.0,0.0,0.0
0.94,0.23,0.970456,0.970456,0.0,0.0,0.0
0.95,0.23,0.97565,0.97565,0.0,0.0,0.0
0.96,0.23,0.980736,0.980736,0.0,0.0,0.0
0.97,0.23,0.985714,0.985714,0.0,0.0,0.0
0.98,0.23,0.9905839999999999,0.9905839999999999,0.0,0.0,0.0
0.99,0.23,0.9953460000000001,0.995346,-1.1102230246251565e-16,0.0,1.1102230246251565e-16
1.0,0.23,1.0,1.0,0.0,0.0,0.0
0.0,0.24,1.0,1.0,0.0,0.0,0.0
0.01,0.24,0.9951479999999999,0.995148,1.1102230246251565e-16,0.0,0.0
0.02,0.24,0.990192,0.990192,0.0,0.0,0.0
0.03,0.24,0.9851319999999999,0.9851319999999999,0.0,0.0,1.1102230246251565e-16
0.04,0.24,0.979968,0.979968,0.0,0.0,0.0
0.05,0.24,0.9747,0.9747,0.0,0.0,0.0
0.06,0.24,0.969328,0.969328,0.0,0.0,0.0
0.07,0.24,0.9638519999999999,0.9638519999999999,0.0,0.0,1.1102230246251565e-16
0.08,0.24,0.958272,0.958272,0.0,0.0,0.0
0.09,0.24,0.952588,0.952588,0.0,0.0,0.0
0.1,0.24,0.9468000000000001,0.9468000000000001,0.0,0.0,0.0
0.11,0.24,0.9409080000000001,0.9409080000000001,0.0,0.0,0.0
0.12,0.24,0.934912,0.934912,0.0,0.0,0.0
0.13,0.24,0.928812,0.928812,0.0,0.0,1.1102230246251565e-16
0.14,0.24,0.922608,0.922608,0.0,0.0,0.0
0.15,0.24,0.9162999999999999,0.9162999999999999,0.0,0.0,0.0
0.16,0.24,0.9098879999999999,0.9098879999999999,0.0,0.0,0.0
0.17,0.24,0.9033720000000001,0.903372,-1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.18,0.24,0.896752,0.896752,0.0,0.0,2.220446049250313e-16
0.19,0.24,0.890028,0.890028,0.0,0.0,2.220446049250313e-16
0.2,0.24,0.8832000000000001,0.8832208762580662,2.087625806612703e-05,5.4475785009344505e-05,1.1102230246251565e-16
0.21,0.24,0.876268,0.8765708669347644,0.00030286693476433424,0.0008042760642362748,0.0
0.22,0.24,0.869232,0.8701462816563204,0.0009142816563203482,0.002470054952947645,0.0
0.23,0.24,0.862092,0.8639471204227339,0.0018551204227339468,0.005097225169907038,1.1102230246251565e-16
0.24,0.24,0.854848,0.8579733832340053,0.003125383234005241,0.008730769885095604,1.1102230246251565e-16
0.25,0.24,0.8475,0.8522250700901344,0.004725070090134342,0.0134149170271304,1.1102230246251565e-16
0.26,0.24,0.840048,0.8467021809911209,0.006654180991120917,0.019192786650774864,0.0
0.27,0.24,0.832492,0.8414047159369653,0.008912715936965299,0.026106012954463357,0.0
0.28,0.24,0.824832,0.8363326749276674,0.011500674927667376,0.03419434323513391,0.0
0.29,0.24,0.8170679999999999,0.8314860579632272,0.01441805796322726,0.04349521681791728,0.0
0.3,0.24,0.8091999999999999,0.8268648650436445,0.017664865043644618,0.05404332778711447,0.0
0.31,0.24,0.8012279999999999,0.8224690961689197,0.021241096168919782,0.06587017615416087,1.1102230246251565e-16
0.32,0.24,0.793152,0.8182987513390525,0.02514675133905253,0.07900361290536813,1.1102230246251565e-16
0.33,0.24,0.784972,0.814353830554043,0.029381830554042976,0.09346738515086019,1.1102230246251565e-16
0.34,0.24,0.7766879999999999,0.8106343338138912,0.03394633381389123,0.10928068831640912,0.0
0.35,0.24,0.7725,0.8071402611185972,0.03464026111859719,0.11278319876540518,0.0
0.36,0.24,0.7696000000000001,0.8038716124681606,0.03427161246816057,0.11278319876540464,0.0
0.37,0.24,0.7669,0.8008283878625819,0.0339283878625819,0.11278319876540491,0.0
0.38,0.24,0.7644,0.7980105873018608,0.03361058730186084,0.11278319876540498,0.0
0.39,0.24,0.7621,0.7954182107859974,0.03331821078599739,0.1127831987654048,0.0
0.4,0.24,0.76,0.7930512583149917,0.03305125831499167,0.11278319876540473,0.0
0.41,0.24,0.7581,0.7909097298888437,0.032809729888843675,0.1127831987654048,0.0
0.42,0.24,0.7564,0.7889936255075534,0.0325936255075534,0.11278319876540499,1.1102230246251565e-16
0.43,0.24,0.7549,0.7873029451711208,0.032402945171120745,0.11278319876540492,0.0
0.44,0.24,0.7536,0.7858376888795457,0.0322376888795457,0.11278319876540464,0.0
0.45,0.24,0.7525000000000001,0.7845978566328285,0.03209785663282849,0.11278319876540484,0.0
0.46,0.24,0.7516,0.7835834484309689,0.0319834484309689,0.11278319876540482,0.0
0.47,0.24,0.7509,0.782794464273967,0.03189446427396703,0.11278319876540492,0.0
0.48,0.24,0.7504,0.7822309041618227,0.03183090416182277,0.11278319876540482,0.0
0.49,0.24,0.7501,0.7818927680945362,0.03179276809453624,0.1127831987654048,0.0
0.5,0.24,0.75,0.7817800560721074,0.03178005607210743,0.11278319876540491,0.0
0.51,0.24,0.7501,0.7818927680945362,0.03179276809453624,0.1127831987654048,0.0
0.52,0.24,0.7504,0.7822309041618227,0.03183090416182277,0.11278319876540482,1.1102230246251565e-16
0.53,0.24,0.7509,0.782794464273967,0.03189446427396703,0.11278319876540492,0.0
0.54,0.24,0.7516,0.7835834484309689,0.0319834484309689,0.11278319876540482,0.0
0.55,0.24,0.7525,0.7845978566328284,0.03209785663282849,0.11278319876540488,0.0
0.56,0.24,0.7536,0.7858376888795457,0.0322376888795457,0.11278319876540464,0.0
0.57,0.24,0.7549,0.7873029451711206,0.032402945171120634,0.11278319876540457,0.0
0.58,0.24,0.7564,0.7889936255075534,0.0325936255075534,0.11278319876540499,1.1102230246251565e-16
0.59,0.24,0.7581,0.7909097298888437,0.032809729888843675,0.1127831987654048,0.0
0.6,0.24,0.76,0.7930512583149917,0.03305125831499167,0.11278319876540473,0.0
0.61,0.24,0.7621,0.7954182107859974,0.03331821078599739,0.1127831987654048,0.0
0.62,0.24,0.7644,0.7980105873018608,0.03361058730186084,0.11278319876540498,0.0
0.63,0.24,0.7669,0.8008283878625819,0.0339283878625819,0.11278319876540491,0.0
0.64,0.24,0.7696000000000001,0.8038716124681606,0.03427161246816057,0.11278319876540464,0.0
0.65,0.24,0.7725,0.8071402611185972,0.03464026111859719,0.11278319876540518,0.0
0.66,0.24,0.776688,0.8106343338138913,0.03394633381389123,0.10928068831640908,0.0
0.67,0.24,0.784972,0.8143538305540431,0.029381830554043087,0.0934673851508605,0.0
0.68,0.24,0.7931520000000001,0.8182987513390525,0.02514675133905242,0.07900361290536778,0.0
0.69,0.24,0.8012279999999999,0.8224690961689197,0.021241096168919782,0.06587017615416087,0.0
0.7,0.24,0.8091999999999999,0.8268648650436445,0.017664865043644618,0.05404332778711447,0.0
0.71,0.24,0.817068,0.8314860579632272,0.014418057963227149,0.043495216817916946,0.0
0.72,0.24,0.824832,0.8363326749276674,0.011500674927667376,0.03419434323513391,0.0
0.73,0.24,0.832492,0.8414047159369653,0.008912715936965299,0.026106012954463357,0.0
0.74,0.24,0.840048,0.8467021809911209,0.006654180991120917,0.019192786650774864,0.0
0.75,0.24,0.8475,0.8522250700901344,0.004725070090134342,0.0134149170271304,0.0
0.76,0.24,0.854848,0.8579733832340053,0.003125383234005241,0.008730769885095604,0.0
0.77,0.24,0.862092,0.8639471204227339,0.0018551204227339468,0.005097225169907038,0.0
0.78,0.24,0.869232,0.8701462816563204,0.0009142816563203482,0.002470054952947645,0.0
0.79,0.24,0.876268,0.8765708669347644,0.00030286693476433424,0.0008042760642362748,0.0
0.8,0.24,0.8832000000000001,0.8832208762580662,2.087625806612703e-05,5.4475785009344505e-05,0.0
0.81,0.24,0.890028,0.890028,0.0,0.0,0.0
0.82,0.24,0.896752,0.896752,0.0,0.0,0.0
0.83,0.24,0.9033720000000001,0.9033720000000001,0.0,0.0,0.0
0.84,0.24,0.9098879999999999,0.909888,1.1102230246251565e-16,0.0,0.0
0.85,0.24,0.9162999999999999,0.9162999999999999,0.0,0.0,0.0
0.86,0.24,0.922608,0.922608,0.0,0.0,1.1102230246251565e-16
0.87,0.24,0.928812,0.928812,0.0,0.0,0.0
0.88,0.24,0.934912,0.934912,0.0,0.0,0.0
0.89,0.24,0.9409080000000001,0.9409080000000001,0.0,0.0,0.0
0.9,0.24,0.9468000000000001,0.9468000000000001,0.0,0.0,0.0
0.91,0.24,0.952588,0.952588,0.0,0.0,0.0
0.92,0.24,0.958272,0.958272,0.0,0.0,0.0
0.93,0.24,0.963852,0.963852,0.0,0.0,0.0
0.94,0.24,0.969328,0.969328,0.0,0.0,0.0
0.95,0.24,0.9747,0.9747,0.0,0.0,0.0
0.96,0.24,0.979968,0.979968,0.0,0.0,1.1102230246251565e-16
0.97,0.24,0.985132,0.985132,0.0,0.0,0.0
0.98,0.24,0.990192,0.990192,0.0,0.0,0.0
0.99,0.24,0.9951479999999999,0.995148,1.1102230246251565e-16,0.0,1.1102230246251565e-16
1.0,0.24,1.0,1.0,0.0,0.0,0.0
0.0,0.25,1.0,1.0,0.0,0.0,0.0
0.01,0.25,0.99495,0.99495,0.0,0.0,0.0
0.02,0.25,0.9898,0.9898,0.0,0.0,0.0
0.03,0.25,0.98455,0.98455,0.0,0.0,1.1102230246251565e-16
0.04,0.25,0.9792,0.9792,0.0,0.0,1.1102230246251565e-16
0.05,0.25,0.97375,0.97375,0.0,0.0,0.0
0.06,0.25,0.9682,0.9682,0.0,0.0,0.0
0.07,0.25,0.96255,0.9625499999999999,-1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.08,0.25,0.9568000000000001,0.9568,-1.1102230246251565e-16,0.0,0.0
0.09,0.25,0.95095,0.95095,0.0,0.0,0.0
0.1,0.25,0.9450000000000001,0.9450000000000001,0.0,0.0,0.0
0.11,0.25,0.93895,0.9389500000000001,1.1102230246251565e-16,0.0,0.0
0.12,0.25,0.9328,0.9328,0.0,0.0,1.1102230246251565e-16
0.13,0.25,0.92655,0.92655,0.0,0.0,1.1102230246251565e-16
0.14,0.25,0.9201999999999999,0.9201999999999999,0.0,0.0,1.1102230246251565e-16
0.15,0.25,0.91375,0.9137500000000001,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.16,0.25,0.9072,0.9072,0.0,0.0,1.1102230246251565e-16
0.17,0.25,0.90055,0.90055,0.0,0.0,0.0
0.18,0.25,0.8938,0.8938,0.0,0.0,1.1102230246251565e-16
