p,beta,classical_value,quantum_value,ideal_gap,robustness,classical_oracle_abs_error
0.45,0.0,0.7975000000000001,0.8570889244992065,0.059588924499206386,0.16687418850297836,0.0
0.46,0.0,0.7884,0.8558161322930707,0.06741613229307075,0.18946901552384626,1.1102230246251565e-16
0.47,0.0,0.7791,0.8548261827994096,0.07572618279940957,0.2134176858144065,0.0
0.48,0.0,0.7696000000000001,0.854119076018223,0.08451907601822295,0.23867416849882886,0.0
0.49,0.0,0.7599,0.8536948119495111,0.09379481194951111,0.2651857159920684,0.0
0.5,0.0,0.75,0.8535533905932737,0.10355339059327373,0.2928932188134524,0.0
0.51,0.0,0.7599,0.8536948119495111,0.09379481194951111,0.2651857159920684,0.0
0.52,0.0,0.7696000000000001,0.854119076018223,0.08451907601822295,0.23867416849882886,0.0
0.53,0.0,0.7791,0.8548261827994096,0.07572618279940957,0.2134176858144065,0.0
0.54,0.0,0.7884,0.8558161322930707,0.06741613229307075,0.18946901552384626,0.0
0.55,0.0,0.7975000000000001,0.8570889244992065,0.059588924499206386,0.16687418850297836,0.0
0.56,0.0,0.8064,0.8586445594178169,0.052244559417816916,0.1456722485979568,0.0
0.57,0.0,0.8150999999999999,0.8604830370489019,0.04538303704890201,0.12589506962777142,0.0
0.58,0.0,0.8236,0.8626043573924616,0.03900435739246155,0.10756726056175199,0.0
0.59,0.0,0.8319,0.8650085204484959,0.03310852044849588,0.09070615778452115,0.0
0.6,0.0,0.84,0.8676955262170047,0.027695526217004773,0.07532190152528416,0.0
0.61,0.0,0.8479,0.8706653746979882,0.022765374697988228,0.061417591855017654,0.0
0.62,0.0,0.8556,0.8739180658914463,0.018318065891446245,0.048989518192373835,0.0
0.63,0.0,0.8631,0.8774535997973791,0.014353599797379157,0.038027455043704216,0.0
0.64,0.0,0.8704000000000001,0.8812719764157864,0.0108719764157863,0.028515015758541207,0.0
0.65,0.0,0.8775,0.8853731957466684,0.007873195746668449,0.020430055420470987,0.0
0.66,0.0,0.8844000000000001,0.889757257790025,0.0053572577900249385,0.013745113613538067,0.0
0.67,0.0,0.8911,0.8944241625458562,0.003324162545856213,0.008427887694303571,0.0
0.68,0.0,0.8976000000000001,0.8993739100141621,0.00177391001416205,0.004441727337920361,0.0
0.69,0.0,0.9038999999999999,0.9046065001949425,0.0007065001949425609,0.0017461414846330044,0.0
0.7,0.0,0.9099999999999999,0.9101219330881976,0.00012193308819763438,0.00029730935695022296,0.0
0.71,0.0,0.9158999999999999,0.9159,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.72,0.0,0.9216,0.9216,0.0,0.0,0.0
0.73,0.0,0.9271,0.9271,0.0,0.0,1.1102230246251565e-16
0.74,0.0,0.9324,0.9324,0.0,0.0,0.0
0.75,0.0,0.9375,0.9375,0.0,0.0,0.0
0.76,0.0,0.9424,0.9424,0.0,0.0,0.0
0.77,0.0,0.9471,0.9471,0.0,0.0,1.1102230246251565e-16
0.78,0.0,0.9516,0.9516,0.0,0.0,0.0
0.79,0.0,0.9559,0.9559000000000001,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.8,0.0,0.9600000000000001,0.9600000000000001,0.0,0.0,0.0
0.81,0.0,0.9639,0.9639,0.0,0.0,0.0
0.82,0.0,0.9676,0.9676,0.0,0.0,0.0
0.83,0.0,0.9711000000000001,0.9711,-1.1102230246251565e-16,0.0,0.0
0.84,0.0,0.9743999999999999,0.9743999999999999,0.0,0.0,0.0
0.85,0.0,0.9775,0.9774999999999999,-1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.86,0.0,0.9803999999999999,0.9803999999999999,0.0,0.0,0.0
0.87,0.0,0.9831000000000001,0.9831000000000001,0.0,0.0,0.0
0.88,0.0,0.9856,0.9856,0.0,0.0,0.0
0.89,0.0,0.9879,0.9879,0.0,0.0,0.0
0.9,0.0,0.99,0.99,0.0,0.0,0.0
0.91,0.0,0.9919,0.9919,0.0,0.0,0.0
0.92,0.0,0.9936,0.9936,0.0,0.0,0.0
0.93,0.0,0.9951000000000001,0.9951000000000001,0.0,0.0,0.0
0.94,0.0,0.9964,0.9964000000000001,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.95,0.0,0.9975,0.9975,0.0,0.0,0.0
0.96,0.0,0.9984,0.9984000000000001,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.97,0.0,0.9991,0.9991,0.0,0.0,0.0
0.98,0.0,0.9996,0.9996,0.0,0.0,1.1102230246251565e-16
0.99,0.0,0.9999,0.9999,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.01,1.0,1.0,0.0,0.0,0.0
0.01,0.01,0.999702,0.999702,0.0,0.0,1.1102230246251565e-16
0.02,0.01,0.999208,0.999208,0.0,0.0,1.1102230246251565e-16
0.03,0.01,0.998518,0.998518,0.0,0.0,1.1102230246251565e-16
0.04,0.01,0.997632,0.997632,0.0,0.0,1.1102230246251565e-16
0.05,0.01,0.99655,0.99655,0.0,0.0,1.1102230246251565e-16
0.06,0.01,0.9952719999999999,0.9952719999999999,0.0,0.0,0.0
0.07,0.01,0.993798,0.993798,0.0,0.0,1.1102230246251565e-16
0.08,0.01,0.992128,0.992128,0.0,0.0,1.1102230246251565e-16
0.09,0.01,0.990262,0.990262,0.0,0.0,0.0
0.1,0.01,0.9882,0.9882000000000001,1.1102230246251565e-16,0.0,0.0
0.11,0.01,0.985942,0.985942,0.0,0.0,1.1102230246251565e-16
0.12,0.01,0.9834879999999999,0.983488,1.1102230246251565e-16,0.0,0.0
0.13,0.01,0.980838,0.9808380000000001,1.1102230246251565e-16,0.0,0.0
0.14,0.01,0.977992,0.977992,0.0,0.0,1.1102230246251565e-16
0.15,0.01,0.97495,0.97495,0.0,0.0,0.0
0.16,0.01,0.9717119999999999,0.9717119999999999,0.0,0.0,1.1102230246251565e-16
0.17,0.01,0.968278,0.968278,0.0,0.0,0.0
0.18,0.01,0.9646480000000001,0.9646480000000001,0.0,0.0,1.1102230246251565e-16
0.19,0.01,0.9608220000000001,0.9608220000000001,0.0,0.0,0.0
0.2,0.01,0.9568000000000001,0.9568000000000001,0.0,0.0,2.220446049250313e-16
0.21,0.01,0.952582,0.952582,0.0,0.0,0.0
0.22,0.01,0.948168,0.948168,0.0,0.0,1.1102230246251565e-16
0.23,0.01,0.943558,0.943558,0.0,0.0,1.1102230246251565e-16
0.24,0.01,0.938752,0.938752,0.0,0.0,0.0
0.25,0.01,0.93375,0.93375,0.0,0.0,1.1102230246251565e-16
0.26,0.01,0.928552,0.928552,0.0,0.0,1.1102230246251565e-16
0.27,0.01,0.9231579999999999,0.9231579999999999,0.0,0.0,0.0
0.28,0.01,0.9175679999999999,0.9175679999999999,0.0,0.0,0.0
0.29,0.01,0.911782,0.911782012142347,1.214234701674144e-08,2.9487317703775773e-08,1.1102230246251565e-16
0.3,0.01,0.9057999999999999,0.9060414264579416,0.0002414264579416736,0.0005945857792091097,0.0
0.31,0.01,0.8996219999999999,0.9005808693435071,0.000958869343507196,0.002393697295326762,1.1102230246251565e-16
0.32,0.01,0.8932479999999999,0.8954003407990438,0.002152340799043917,0.0054434470003095195,1.1102230246251565e-16
0.33,0.01,0.8866779999999999,0.8904998408245515,0.0038218408245516144,0.009787048354441552,1.1102230246251565e-16
0.34,0.01,0.8799119999999999,0.88587936942003,0.005967369420030066,0.015464339099027034,0.0
0.35,0.01,0.87295,0.8815389265854796,0.008588926585479606,0.022511272080007153,0.0
0.36,0.01,0.865792,0.8774785123209002,0.011686512320900233,0.030959410772937852,0.0
0.37,0.01,0.858438,0.8736981266262918,0.015260126626291726,0.040835437854769514,0.0
0.38,0.01,0.8508880000000001,0.8701977695016544,0.019309769501654306,0.05216068569956095,0.0
0.39,0.01,0.843142,0.8669774409469879,0.023835440946987974,0.0649506980196942,0.0
0.4,0.01,0.8351999999999999,0.8640371409622924,0.028837140962292507,0.07921483199781394,0.0
0.41,0.01,0.8270620000000001,0.8613768695475681,0.03431486954756802,0.0949559101293038,1.1102230246251565e-16
0.42,0.01,0.8187280000000001,0.8589966267028146,0.0402686267028145,0.11216993059979298,0.0
0.43,0.01,0.810198,0.8568964124280322,0.04669841242803219,0.13084584434551827,1.1102230246251565e-16
0.44,0.01,0.8014720000000001,0.8550762267232207,0.05360422672322063,0.15096540598592292,0.0
0.45,0.01,0.7925500000000001,0.8535360695883802,0.060986069588380154,0.17250310458954257,0.0
0.46,0.01,0.783432,0.8522759410235108,0.06884394102351077,0.19542617876057605,1.1102230246251565e-16
0.47,0.01,0.774118,0.8512958410286122,0.07717784102861225,0.2196947188518702,0.0
0.48,0.01,0.764608,0.8505957696036848,0.08598776960368482,0.2452618572690875,0.0
0.49,0.01,0.754902,0.8501757267487282,0.09527372674872825,0.27207404588923084,0.0
0.5,0.01,0.75,0.8500357124637428,0.10003571246374277,0.28578716085749284,0.0
0.51,0.01,0.754902,0.8501757267487282,0.09527372674872825,0.27207404588923084,0.0
0.52,0.01,0.764608,0.8505957696036848,0.08598776960368482,0.2452618572690875,0.0
0.53,0.01,0.774118,0.8512958410286122,0.07717784102861225,0.2196947188518702,1.1102230246251565e-16
0.54,0.01,0.783432,0.8522759410235108,0.06884394102351077,0.19542617876057605,0.0
0.55,0.01,0.7925500000000001,0.8535360695883801,0.06098606958838004,0.1725031045895423,0.0
0.56,0.01,0.801472,0.8550762267232206,0.05360422672322063,0.15096540598592298,0.0
0.57,0.01,0.810198,0.856896412428032,0.04669841242803208,0.130845844345518,0.0
0.58,0.01,0.8187279999999999,0.8589966267028146,0.040268626702814725,0.11216993059979359,1.1102230246251565e-16
0.59,0.01,0.827062,0.8613768695475681,0.03431486954756813,0.0949559101293041,0.0
0.6,0.01,0.8351999999999999,0.8640371409622924,0.028837140962292507,0.07921483199781394,0.0
0.61,0.01,0.843142,0.8669774409469879,0.023835440946987974,0.0649506980196942,1.1102230246251565e-16
0.62,0.01,0.8508880000000001,0.8701977695016543,0.019309769501654195,0.052160685699560665,0.0
0.63,0.01,0.858438,0.8736981266262918,0.015260126626291726,0.040835437854769514,0.0
0.64,0.01,0.865792,0.8774785123209002,0.011686512320900233,0.030959410772937852,0.0
0.65,0.01,0.87295,0.8815389265854796,0.008588926585479606,0.022511272080007153,0.0
0.66,0.01,0.879912,0.88587936942003,0.005967369420029955,0.015464339099026746,0.0
0.67,0.01,0.8866780000000001,0.8904998408245515,0.0038218408245513924,0.009787048354440983,0.0
0.68,0.01,0.893248,0.8954003407990438,0.002152340799043806,0.0054434470003092384,0.0
0.69,0.01,0.8996219999999999,0.9005808693435071,0.000958869343507196,0.002393697295326762,0.0
0.7,0.01,0.9057999999999999,0.9060414264579416,0.0002414264579416736,0.0005945857792091097,0.0
0.71,0.01,0.911782,0.911782012142347,1.214234701674144e-08,2.9487317703775773e-08,1.1102230246251565e-16
0.72,0.01,0.9175679999999999,0.9175679999999999,0.0,0.0,0.0
0.73,0.01,0.9231579999999999,0.9231579999999999,0.0,0.0,0.0
0.74,0.01,0.928552,0.928552,0.0,0.0,0.0
0.75,0.01,0.93375,0.9337500000000001,1.1102230246251565e-16,0.0,0.0
0.76,0.01,0.938752,0.938752,0.0,0.0,0.0
0.77,0.01,0.943558,0.943558,0.0,0.0,1.1102230246251565e-16
0.78,0.01,0.948168,0.948168,0.0,0.0,0.0
0.79,0.01,0.952582,0.952582,0.0,0.0,0.0
0.8,0.01,0.9568000000000001,0.9568000000000001,0.0,0.0,0.0
0.81,0.01,0.9608220000000001,0.9608220000000001,0.0,0.0,0.0
0.82,0.01,0.964648,0.964648,0.0,0.0,0.0
0.83,0.01,0.968278,0.968278,0.0,0.0,0.0
0.84,0.01,0.9717119999999999,0.971712,1.1102230246251565e-16,0.0,0.0
0.85,0.01,0.97495,0.97495,0.0,0.0,0.0
0.86,0.01,0.977992,0.977992,0.0,0.0,0.0
0.87,0.01,0.980838,0.9808380000000001,1.1102230246251565e-16,0.0,0.0
0.88,0.01,0.9834879999999999,0.983488,1.1102230246251565e-16,0.0,0.0
0.89,0.01,0.985942,0.985942,0.0,0.0,0.0
0.9,0.01,0.9882,0.9882000000000001,1.1102230246251565e-16,0.0,0.0
0.91,0.01,0.990262,0.990262,0.0,0.0,0.0
0.92,0.01,0.992128,0.992128,0.0,0.0,0.0
0.93,0.01,0.993798,0.9937980000000001,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.94,0.01,0.9952719999999999,0.995272,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.95,0.01,0.99655,0.99655,0.0,0.0,0.0
0.96,0.01,0.9976320000000001,0.9976320000000001,0.0,0.0,0.0
0.97,0.01,0.998518,0.998518,0.0,0.0,0.0
0.98,0.01,0.999208,0.999208,0.0,0.0,0.0
0.99,0.01,0.999702,0.999702,0.0,0.0,0.0
1.0,0.01,1.0,1.0,0.0,0.0,0.0
0.0,0.02,1.0,1.0,0.0,0.0,0.0
0.01,0.02,0.999504,0.999504,0.0,0.0,0.0
0.02,0.02,0.9988159999999999,0.9988159999999999,0.0,0.0,0.0
0.03,0.02,0.9979359999999999,0.9979359999999999,0.0,0.0,1.1102230246251565e-16
0.04,0.02,0.996864,0.996864,0.0,0.0,0.0
0.05,0.02,0.9956,0.9956,0.0,0.0,1.1102230246251565e-16
0.06,0.02,0.9941439999999999,0.9941439999999999,0.0,0.0,0.0
0.07,0.02,0.9924959999999999,0.9924959999999999,0.0,0.0,0.0
0.08,0.02,0.990656,0.990656,0.0,0.0,0.0
0.09,0.02,0.988624,0.9886240000000001,1.1102230246251565e-16,0.0,2.220446049250313e-16
0.1,0.02,0.9864,0.9864,0.0,0.0,1.1102230246251565e-16
0.11,0.02,0.983984,0.983984,0.0,0.0,0.0
0.12,0.02,0.981376,0.981376,0.0,0.0,0.0
0.13,0.02,0.978576,0.978576,0.0,0.0,0.0
0.14,0.02,0.975584,0.975584,0.0,0.0,1.1102230246251565e-16
0.15,0.02,0.9723999999999999,0.9723999999999999,0.0,0.0,0.0
0.16,0.02,0.9690239999999999,0.9690239999999999,0.0,0.0,0.0
0.17,0.02,0.965456,0.965456,0.0,0.0,0.0
0.18,0.02,0.9616960000000001,0.9616960000000001,0.0,0.0,0.0
0.19,0.02,0.9577440000000002,0.957744,-1.1102230246251565e-16,0.0,0.0
0.2,0.02,0.9536,0.9536000000000001,1.1102230246251565e-16,0.0,2.220446049250313e-16
0.21,0.02,0.9492640000000001,0.949264,-1.1102230246251565e-16,0.0,0.0
0.22,0.02,0.944736,0.944736,0.0,0.0,0.0
0.23,0.02,0.940016,0.940016,0.0,0.0,0.0
0.24,0.02,0.9351039999999999,0.935104,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.25,0.02,0.9299999999999999,0.93,1.1102230246251565e-16,0.0,0.0
0.26,0.02,0.924704,0.924704,0.0,0.0,1.1102230246251565e-16
0.27,0.02,0.919216,0.919216,0.0,0.0,2.220446049250313e-16
0.28,0.02,0.9135359999999999,0.913536,1.1102230246251565e-16,0.0,0.0
0.29,0.02,0.907664,0.9076866773589738,2.2677358973766104e-05,5.562447887841666e-05,2.220446049250313e-16
0.3,0.02,0.9016,0.9020031840669921,0.00040318406699213494,0.001002937496447655,0.0
0.31,0.02,0.8953439999999999,0.8965969343502291,0.0012529343502292178,0.0031592134020954617,0.0
0.32,0.02,0.8888959999999999,0.8914679282086848,0.002571928208684904,0.006569958924741986,0.0
0.33,0.02,0.8822559999999999,0.886616165642359,0.004360165642359082,0.011277763399041291,0.0
0.34,0.02,0.875424,0.8820416466512518,0.006617646651251863,0.01732179386529764,1.1102230246251565e-16
0.35,0.02,0.8684000000000001,0.8777443712353633,0.009344371235363247,0.024737287824577528,0.0
0.36,0.02,0.861184,0.8737243393946934,0.012540339394693456,0.03355505133811876,0.0
0.37,0.02,0.8537760000000001,0.8699815511292421,0.016205551129242046,0.043800970831599964,0.0
0.38,0.02,0.846176,0.8665160064390094,0.02034000643900935,0.05549554748407436,0.0
0.39,0.02,0.838384,0.8633277053239954,0.02494370532399537,0.06865346341191339,1.1102230246251565e-16
0.4,0.02,0.8304,0.8604166477841999,0.03001664778419988,0.08328318896682153,1.1102230246251565e-16
0.41,0.02,0.8222240000000001,0.8577828338196231,0.03555883381962299,0.09938664032593036,0.0
0.42,0.02,0.8138560000000001,0.8554262634302648,0.04157026343026471,0.11695889614083303,0.0
0.43,0.02,0.805296,0.8533469366161253,0.04805093661612525,0.13598798132026146,1.1102230246251565e-16
0.44,0.02,0.796544,0.8515448533772042,0.05500085337720417,0.15645472504809732,0.0
0.45,0.02,0.7876000000000001,0.8500200137135019,0.06242001371350181,0.17833269889702305,0.0
0.46,0.02,0.778464,0.8487724176250181,0.07030841762501805,0.20158823941350199,0.0
0.47,0.02,0.769136,0.8478020651117529,0.07866606511175289,0.22618055785976013,1.1102230246251565e-16
0.48,0.02,0.759616,0.8471089561737064,0.08749295617370645,0.2520619379521907,1.1102230246251565e-16
0.49,0.02,0.7501,0.8466930908108784,0.09659309081087841,0.2786126789690484,0.0
0.5,0.02,0.75,0.8465544690232691,0.09655446902326914,0.27861267896904846,0.0
0.51,0.02,0.7501,0.8466930908108784,0.09659309081087841,0.2786126789690484,0.0
0.52,0.02,0.759616,0.8471089561737064,0.08749295617370645,0.2520619379521907,1.1102230246251565e-16
0.53,0.02,0.769136,0.8478020651117529,0.07866606511175289,0.22618055785976013,0.0
0.54,0.02,0.778464,0.8487724176250181,0.07030841762501805,0.20158823941350199,0.0
0.55,0.02,0.7876000000000001,0.8500200137135018,0.0624200137135017,0.17833269889702277,0.0
0.56,0.02,0.796544,0.8515448533772042,0.05500085337720417,0.15645472504809732,1.1102230246251565e-16
0.57,0.02,0.805296,0.8533469366161252,0.04805093661612514,0.1359879813202612,0.0
0.58,0.02,0.8138559999999999,0.8554262634302648,0.04157026343026493,0.11695889614083366,0.0
0.59,0.02,0.822224,0.857782833819623,0.03555883381962299,0.09938664032593039,0.0
0.6,0.02,0.8304,0.8604166477841999,0.03001664778419988,0.08328318896682153,0.0
0.61,0.02,0.838384,0.8633277053239953,0.024943705323995258,0.06865346341191311,0.0
0.62,0.02,0.846176,0.8665160064390094,0.02034000643900935,0.05549554748407436,0.0
0.63,0.02,0.8537760000000001,0.8699815511292421,0.016205551129242046,0.043800970831599964,0.0
0.64,0.02,0.861184,0.8737243393946934,0.012540339394693456,0.03355505133811876,0.0
0.65,0.02,0.8684000000000001,0.8777443712353633,0.009344371235363247,0.024737287824577528,0.0
0.66,0.02,0.875424,0.8820416466512518,0.006617646651251863,0.01732179386529764,0.0
0.67,0.02,0.882256,0.886616165642359,0.004360165642358971,0.011277763399041005,0.0
0.68,0.02,0.888896,0.8914679282086848,0.0025719282086847928,0.006569958924741702,1.1102230246251565e-16
0.69,0.02,0.8953439999999999,0.8965969343502291,0.0012529343502292178,0.0031592134020954617,0.0
0.7,0.02,0.9016,0.9020031840669922,0.00040318406699224596,0.0010029374964479311,0.0
0.71,0.02,0.907664,0.9076866773589738,2.2677358973766104e-05,5.562447887841666e-05,0.0
0.72,0.02,0.9135359999999999,0.913536,1.1102230246251565e-16,0.0,0.0
0.73,0.02,0.919216,0.919216,0.0,0.0,1.1102230246251565e-16
0.74,0.02,0.924704,0.924704,0.0,0.0,0.0
0.75,0.02,0.9299999999999999,0.93,1.1102230246251565e-16,0.0,0.0
0.76,0.02,0.9351039999999999,0.935104,1.1102230246251565e-16,0.0,0.0
0.77,0.02,0.940016,0.940016,0.0,0.0,0.0
0.78,0.02,0.944736,0.944736,0.0,0.0,0.0
0.79,0.02,0.9492640000000001,0.9492640000000001,0.0,0.0,0.0
0.8,0.02,0.9536,0.9536,0.0,0.0,0.0
0.81,0.02,0.957744,0.957744,0.0,0.0,0.0
0.82,0.02,0.9616959999999999,0.961696,1.1102230246251565e-16,0.0,0.0
0.83,0.02,0.965456,0.965456,0.0,0.0,1.1102230246251565e-16
0.84,0.02,0.969024,0.969024,0.0,0.0,1.1102230246251565e-16
0.85,0.02,0.9723999999999999,0.9723999999999999,0.0,0.0,0.0
0.86,0.02,0.975584,0.975584,0.0,0.0,1.1102230246251565e-16
0.87,0.02,0.978576,0.978576,0.0,0.0,0.0
0.88,0.02,0.981376,0.981376,0.0,0.0,0.0
0.89,0.02,0.983984,0.983984,0.0,0.0,0.0
0.9,0.02,0.9863999999999999,0.9864,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.91,0.02,0.988624,0.9886240000000001,1.1102230246251565e-16,0.0,0.0
0.92,0.02,0.990656,0.990656,0.0,0.0,0.0
0.93,0.02,0.992496,0.992496,0.0,0.0,0.0
0.94,0.02,0.994144,0.994144,0.0,0.0,0.0
0.95,0.02,0.9956,0.9956,0.0,0.0,0.0
0.96,0.02,0.996864,0.996864,0.0,0.0,1.1102230246251565e-16
0.97,0.02,0.9979359999999999,0.997936,1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.98,0.02,0.9988159999999999,0.9988159999999999,0.0,0.0,0.0
0.99,0.02,0.999504,0.999504,0.0,0.0,0.0
1.0,0.02,1.0,1.0,0.0,0.0,0.0
0.0,0.03,1.0,1.0,0.0,0.0,0.0
0.01,0.03,0.999306,0.999306,0.0,0.0,0.0
0.02,0.03,0.998424,0.998424,0.0,0.0,0.0
0.03,0.03,0.997354,0.997354,0.0,0.0,0.0
0.04,0.03,0.996096,0.996096,0.0,0.0,1.1102230246251565e-16
0.05,0.03,0.99465,0.99465,0.0,0.0,1.1102230246251565e-16
0.06,0.03,0.9930159999999999,0.9930159999999999,0.0,0.0,0.0
0.07,0.03,0.9911939999999999,0.9911939999999999,0.0,0.0,0.0
0.08,0.03,0.9891840000000001,0.9891840000000001,0.0,0.0,0.0
0.09,0.03,0.986986,0.986986,0.0,0.0,1.1102230246251565e-16
0.1,0.03,0.9846,0.9846,0.0,0.0,1.1102230246251565e-16
0.11,0.03,0.9820260000000001,0.9820260000000001,0.0,0.0,0.0
0.12,0.03,0.9792639999999999,0.979264,1.1102230246251565e-16,0.0,0.0
0.13,0.03,0.976314,0.976314,0.0,0.0,0.0
0.14,0.03,0.973176,0.9731759999999999,-1.1102230246251565e-16,0.0,1.1102230246251565e-16
0.15,0.03,0.9698499999999999,0.96985,1.1102230246251565e-16,0.0,0.0
0.16,0.03,0.9663359999999999,0.9663359999999999,0.0,0.0,0.0
0.17,0.03,0.962634,0.962634,0.0,0.0,1.1102230246251565e-16
0.18,0.03,0.958744,0.958744,0.0,0.0,0.0
0.19,0.03,0.954666,0.954666,0.0,0.0,2.220446049250313e-16
0.2,0.03,0.9504000000000001,0.9504000000000001,0.0,0.0,0.0
0.21,0.03,0.945946,0.9459460000000001,1.1102230246251565e-16,0.0,0.0
0.22,0.03,0.941304,0.941304,0.0,0.0,1.1102230246251565e-16
0.23,0.03,0.936474,0.936474,0.0,0.0,0.0
0.24,0.03,0.9314560000000001,0.9314560000000001,0.0,0.0,1.1102230246251565e-16
0.25,0.03,0.92625,0.92625,0.0,0.0,0.0
0.26,0.03,0.920856,0.920856,0.0,0.0,0.0
0.27,0.03,0.9152739999999999,0.9152739999999999,0.0,0.0,0.0
0.28,0.03,0.909504,0.909504,0.0,0.0,1.1102230246251565e-16
0.29,0.03,0.903546,0.9036355089879977,8.950898799775509e-05,0.00022175697133825924,0.0
0.3,0.03,0.8974,0.898008492371708,0.0006084923717080137,0.001528842683938841,0.0
0.31,0.03,0.8910659999999999,0.892655964370847,0.00158996437084713,0.004049255620998222,1.1102230246251565e-16
0.32,0.03,0.884544,0.887577924985415,0.003033924985414993,0.007827909666241088,2.220446049250313e-16
0.33,0.03,0.877834,0.8827743742154116,0.004940374215411603,0.012906752771885764,1.1102230246251565e-16
0.34,0.03,0.8709359999999999,0.8782453120608369,0.007309312060836959,0.019324263454880124,1.1102230246251565e-16
0.35,0.03,0.86385,0.8739907385216912,0.010140738521691173,0.027114945577998633,0.0
0.36,0.03,0.856576,0.8700106535979741,0.013434653597974133,0.03630882913055585,0.0
0.37,0.03,0.8491139999999999,0.8663050572896858,0.01719105728968584,0.0469309853838316,2.220446049250313e-16
0.38,0.03,0.841464,0.8628739495968263,0.021409949596826294,0.0590010653027421,0.0
